"subject_id","group","wave","fcOrder","item","forecast","form","resolution_31May2024","unit","diff","diff_standardized","diff_standardized_to_reg"
"gxLCq0J0kllMVqQr7XUA","reg",6,"fcED","C47",120,"C",104,"count",16,-0.494172136925549,NA
"gxLCq0J0kllMVqQr7XUA","reg",6,"fcED","M7949",12.05,"C",12.116,"million km2",0.0659999999999989,-0.718147626221072,NA
"w1mlcyU3jmDPqAIXSuV2","reg",6,"fcDC","C1039",23,"B",4.23,"percent",18.77,1.60784300289226,NA
"w1mlcyU3jmDPqAIXSuV2","reg",6,"fcDC","G2063",5500,"B",8986,"count",3486,0.318588724739844,NA
"3lGsczpaOxmDeZmuT7yz","reg",6,"fcBA","G2404",2.1,"E",2.1,"percent",0,-0.757272988484458,NA
"Q62Nhaqimia3RQ8wxRR6","reg",6,"fcED","C47",172,"C",104,"count",68,1.38683254955375,NA
"Q62Nhaqimia3RQ8wxRR6","reg",6,"fcED","M7949",14.35,"C",12.116,"million km2",2.234,1.21300372267925,NA
"OyCfR97qmhV4y6AwIg2Z","reg",6,"fcCB","G1472",2.6,"A",2.6,"percent",0,-1.16220075569776,NA
"OyCfR97qmhV4y6AwIg2Z","reg",6,"fcCB","G1948",262000,"A",2126085,"count",1864085,3.94608726424674,NA
"fiH0siERVL8DFEsALoWe","reg",6,"fcED","C47",92,"C",104,"count",12,-0.638864805116264,NA
"fiH0siERVL8DFEsALoWe","reg",6,"fcED","M7949",14,"C",12.116,"million km2",1.884,0.901240359157519,NA
"DXeOGqQEgoEt16VOuaOn","reg",6,"fcBA","G2404",5,"E",2.1,"percent",2.9,1.55177479964803,NA
"EsnHWHltxFFWBvnaQ7wt","reg",6,"fcAE","G1920",4e+05,"D",550347492,"USD",549947492,1.08620933039689,NA
"EsnHWHltxFFWBvnaQ7wt","reg",6,"fcAE","G2006",36,"D",38.6,"percent",2.6,0.163892434167837,NA
"XNnSYvWVz1rYeszmhtm8","reg",6,"fcAE","G1920",27.5,"D",550347492,"USD",550347464.5,1.08818562404288,NA
"XNnSYvWVz1rYeszmhtm8","reg",6,"fcAE","G2006",40.3,"D",38.6,"percent",1.7,-0.189437604382677,NA
"s7mJzZjHp4ae1qDeD85E","sup",6,"fcAE","G1920",325801376,"D",550347492,"USD",224546116,-0.352275910581479,-0.521622887526965
"s7mJzZjHp4ae1qDeD85E","sup",6,"fcAE","G2006",36.9,"D",38.6,"percent",1.7,4.34167826421998,-0.189437604382674
"9wTkbsbFsfFH5zqcCBuc","reg",6,"fcED","C47",50,"C",104,"count",54,0.880408210886249,NA
"9wTkbsbFsfFH5zqcCBuc","reg",6,"fcED","M7949",13.25,"C",12.116,"million km2",1.134,0.233176008753811,NA
"xerEAhCM3QCii740dMOT","reg",6,"fcAE","G1920",795560000,"D",550347492,"USD",245212508,-0.419508719190308,NA
"xerEAhCM3QCii740dMOT","reg",6,"fcAE","G2006",38,"D",38.6,"percent",0.600000000000001,-0.621285429277745,NA
"lTh2mTi7deayrBw0FqFF","reg",6,"fcCB","G1472",2.8,"A",2.6,"percent",0.2,-0.28655082626598,NA
"lTh2mTi7deayrBw0FqFF","reg",6,"fcCB","G1948",2420000,"A",2126085,"count",293915,-0.890854443644178,NA
"7rdzWU5Zz8Pev8BzXksx","reg",6,"fcAE","G1920",3e+08,"D",550347492,"USD",250347492,-0.394136384213693,NA
"7rdzWU5Zz8Pev8BzXksx","reg",6,"fcAE","G2006",35,"D",38.6,"percent",3.6,0.556481365890628,NA
"cAYYkpIxMiubqvZJv80N","reg",6,"fcCB","G1472",2.2,"A",2.6,"percent",0.4,0.589099103165806,NA
"cAYYkpIxMiubqvZJv80N","reg",6,"fcCB","G1948",2675300,"A",2126085,"count",549215,-0.1043974243249,NA
"6UwmqiWhZgQPMStTzRH0","reg",6,"fcBA","G2404",2.4,"E",2.1,"percent",0.3,-0.518405975919028,NA
"n67Cb0LnyydD86IYfON7","reg",6,"fcCB","G1472",2.2,"A",2.6,"percent",0.4,0.589099103165806,NA
"n67Cb0LnyydD86IYfON7","reg",6,"fcCB","G1948",3260259,"A",2126085,"count",1134174,1.69758107768836,NA
"r8rsLAWvh28zXii51d6C","reg",6,"fcBA","G2404",10,"E",2.1,"percent",7.9,5,NA
"T2kSSE2Q1XBgo05rbn7y","reg",6,"fcAE","G1920",3.8e+08,"D",550347492,"USD",170347492,-0.789422289316653,NA
"T2kSSE2Q1XBgo05rbn7y","reg",6,"fcAE","G2006",38,"D",38.6,"percent",0.600000000000001,-0.621285429277745,NA
"icpRmmer8RMDjezeZ9hd","reg",6,"fcAE","G1920",9.5e+08,"D",550347492,"USD",399652508,0.343590720610957,NA
"icpRmmer8RMDjezeZ9hd","reg",6,"fcAE","G2006",38.6,"D",38.6,"percent",0,-0.85683878831142,NA
"gxEhnJWw4xLuKjlQx2Ys","reg",6,"fcED","C47",95,"C",104,"count",9,-0.747384306259301,NA
"gxEhnJWw4xLuKjlQx2Ys","reg",6,"fcED","M7949",12,"C",12.116,"million km2",0.116,-0.673610002860824,NA
"iOXLQN4KD6oWnwM1cDAY","reg",6,"fcDC","C1039",5,"B",4.23,"percent",0.77,-0.706754563714095,NA
"iOXLQN4KD6oWnwM1cDAY","reg",6,"fcDC","G2063",7800,"B",8986,"count",1186,-0.833153363569626,NA
"UrLHzDA28PhC94FqCbUB","reg",6,"fcED","C47",79,"C",104,"count",25,-0.168613633496439,NA
"UrLHzDA28PhC94FqCbUB","reg",6,"fcED","M7949",12.46,"C",12.116,"million km2",0.344000000000001,-0.470518440338095,NA
"KrVNLVpt6Hl3efXpBh6Q","reg",6,"fcCB","G1472",2.4,"A",2.6,"percent",0.2,-0.286550826265978,NA
"KrVNLVpt6Hl3efXpBh6Q","reg",6,"fcCB","G1948",2600000,"A",2126085,"count",473915,-0.336360657990163,NA
"FWjyJsu6QVJLpQGvz0xK","reg",6,"fcDC","C1039",7.4,"B",4.23,"percent",3.17,-0.398141554833247,NA
"FWjyJsu6QVJLpQGvz0xK","reg",6,"fcDC","G2063",7650,"B",8986,"count",1336,-0.758039749114661,NA
"g3iMJxodMUlpO2mQ8tOt","reg",6,"fcBA","G2404",3,"E",2.1,"percent",0.9,-0.0406719507881679,NA
"H1ZWXyVtnQuMt6kjEf1X","reg",6,"fcBA","G2404",2.6,"E",2.1,"percent",0.5,-0.359161300875408,NA
"OqVMCBzCFg8z0NHsOlP9","reg",6,"fcAE","G1920",7.5e+08,"D",550347492,"USD",199652508,-0.644624042146444,NA
"OqVMCBzCFg8z0NHsOlP9","reg",6,"fcAE","G2006",39,"D",38.6,"percent",0.399999999999999,-0.699803215622304,NA
"MskJPTzjpASwSGntWf2Y","reg",6,"fcED","C47",100,"C",104,"count",4,-0.928250141497695,NA
"MskJPTzjpASwSGntWf2Y","reg",6,"fcED","M7949",11.9,"C",12.116,"million km2",0.215999999999999,-0.58453475614033,NA
"GFZDz69YiwKEpC8nh3Kc","reg",6,"fcCB","G1472",2.5,"A",2.6,"percent",0.1,-0.724375790981872,NA
"GFZDz69YiwKEpC8nh3Kc","reg",6,"fcCB","G1948",2500000,"A",2126085,"count",373915,-0.644412761131282,NA
"k7gyHneNVsbSK4LxbZUr","reg",6,"fcCB","G1472",2.2,"A",2.6,"percent",0.4,0.589099103165806,NA
"k7gyHneNVsbSK4LxbZUr","reg",6,"fcCB","G1948",2800000,"A",2126085,"count",673915,0.279743548292077,NA
"Mlh747YAui02cXxoOo7i","reg",6,"fcDC","C1039",39,"B",4.23,"percent",34.77,3.66526306209791,NA
"Mlh747YAui02cXxoOo7i","reg",6,"fcDC","G2063",7600,"B",8986,"count",1386,-0.733001877629672,NA
"MSGpC65S0iGZazje8tlR","sup",6,"fcBA","G2404",2.8,"E",2.1,"percent",0.7,2.42704146822042,-0.199916625831788
"T9VACiwBbmZCwXUD9UDS","reg",6,"fcCB","G1472",2.9,"A",2.6,"percent",0.3,0.151274138449913,NA
"T9VACiwBbmZCwXUD9UDS","reg",6,"fcCB","G1948",2908709,"A",2126085,"count",782624,0.614623909095757,NA
"NDVCwpxotUAkjHRC5xdE","reg",6,"fcED","C47",160,"C",104,"count",56,0.952754544981607,NA
"NDVCwpxotUAkjHRC5xdE","reg",6,"fcED","M7949",12.3,"C",12.116,"million km2",0.184000000000001,-0.613038835090886,NA
"QsUNTZUvAPQxD34B6YFw","reg",6,"fcED","C47",34,"C",104,"count",70,1.45917888364911,NA
"QsUNTZUvAPQxD34B6YFw","reg",6,"fcED","M7949",13.784,"C",12.116,"million km2",1.668,0.708837826241252,NA
"TwhLb6p4zP55k4WSdyjS","reg",6,"fcCB","G1472",2,"A",2.6,"percent",0.6,1.46474903259759,NA
"TwhLb6p4zP55k4WSdyjS","reg",6,"fcCB","G1948",24000,"A",2126085,"count",2102085,4.67925126972261,NA
"bdrKTO93ryBON0xFRB24","reg",6,"fcCB","G1472",2.6,"A",2.6,"percent",0,-1.16220075569776,NA
"bdrKTO93ryBON0xFRB24","reg",6,"fcCB","G1948",3091455,"A",2126085,"count",965370,1.17757680550203,NA
"gIVXFcb4XIgyVfkGHGYP","reg",6,"fcCB","G1472",2.4,"A",2.6,"percent",0.2,-0.286550826265978,NA
"gIVXFcb4XIgyVfkGHGYP","reg",6,"fcCB","G1948",2650000,"A",2126085,"count",523915,-0.182334606419603,NA
"7prg1cG0rIH53Z3B960Y","reg",6,"fcCB","G1472",2.2,"A",2.6,"percent",0.4,0.589099103165806,NA
"7prg1cG0rIH53Z3B960Y","reg",6,"fcCB","G1948",2549682,"A",2126085,"count",423597,-0.491366315248711,NA
"QxndeQ6cTJXmLvcx0mSM","reg",6,"fcAE","G1920",3.3e+08,"D",550347492,"USD",220347492,-0.542368598627303,NA
"QxndeQ6cTJXmLvcx0mSM","reg",6,"fcAE","G2006",37,"D",38.6,"percent",1.6,-0.228696497554954,NA
"x4XJ7SUOoiY9RKQhe1Ig","reg",6,"fcAE","G1920",7.95e+08,"D",550347492,"USD",244652508,-0.422275720526029,NA
"x4XJ7SUOoiY9RKQhe1Ig","reg",6,"fcAE","G2006",33,"D",38.6,"percent",5.6,1.34165922933621,NA
"3bYsrERg1i8BZqzOlnZT","reg",6,"fcBA","G2404",5000,"E",2.1,"percent",4997.9,5,NA
"aknNulByQw7cFuH2L166","reg",6,"fcED","C47",115,"C",104,"count",11,-0.675037972163943,NA
"aknNulByQw7cFuH2L166","reg",6,"fcED","M7949",12.1,"C",12.116,"million km2",0.016,-0.762685249581318,NA
"kOdPwuboub15eEeAr6EV","reg",6,"fcAE","G1920",3.55e+08,"D",550347492,"USD",195347492,-0.665895443971978,NA
"kOdPwuboub15eEeAr6EV","reg",6,"fcAE","G2006",45,"D",38.6,"percent",6.4,1.65573037471444,NA
"umV9t8yhNwHqLYO7llmI","reg",6,"fcAE","G1920",8.2e+07,"D",550347492,"USD",468347492,0.683017707191874,NA
"umV9t8yhNwHqLYO7llmI","reg",6,"fcAE","G2006",36,"D",38.6,"percent",2.6,0.163892434167837,NA
"3yF7oWlrwewt1IlgfOdR","sup",6,"fcDC","C1039",4.5,"B",4.23,"percent",0.27,-0.81446013362351,-0.771048940564271
"3yF7oWlrwewt1IlgfOdR","sup",6,"fcDC","G2063",10500,"B",8986,"count",1514,-0.325971757430725,-0.668904926628102
"wWq9wLHxof075cOrUFE6","reg",6,"fcBA","G2404",2.3,"E",2.1,"percent",0.2,-0.598028313440838,NA
"Yfk4ShUhELUtl9XwpgCa","reg",6,"fcCB","G1472",2.8,"A",2.6,"percent",0.2,-0.28655082626598,NA
"Yfk4ShUhELUtl9XwpgCa","reg",6,"fcCB","G1948",3500000,"A",2126085,"count",1373915,2.43610827027991,NA
"ETLoAZ2H20kQtboU7bWK","reg",6,"fcED","C47",95,"C",104,"count",9,-0.747384306259301,NA
"ETLoAZ2H20kQtboU7bWK","reg",6,"fcED","M7949",12.3,"C",12.116,"million km2",0.184000000000001,-0.613038835090886,NA
"NPDs44Y57UUyhFWDsck1","reg",6,"fcED","C47",47500,"C",104,"count",47396,5,NA
"NPDs44Y57UUyhFWDsck1","reg",6,"fcED","M7949",13.35,"C",12.116,"million km2",1.234,0.322251255474305,NA
"RveeQdZHVYmtzRhFqxdE","reg",6,"fcAE","G1920",1e+09,"D",550347492,"USD",449652508,0.590644411300307,NA
"RveeQdZHVYmtzRhFqxdE","reg",6,"fcAE","G2006",58,"D",38.6,"percent",19.4,5,NA
"PYH1CXUkU4mAxBsW5UHi","reg",6,"fcBA","G2404",3.52,"E",2.1,"percent",1.42,0.373364204325244,NA
"H1B2V5Xe5BW3Q6smlZl4","reg",6,"fcCB","G1472",2.5,"A",2.6,"percent",0.1,-0.724375790981872,NA
"H1B2V5Xe5BW3Q6smlZl4","reg",6,"fcCB","G1948",2400000,"A",2126085,"count",273915,-0.952464864272402,NA
"Sj53VnpD3hiHSfQ25VLN","reg",6,"fcED","C47",75,"C",104,"count",29,-0.0239209653057231,NA
"Sj53VnpD3hiHSfQ25VLN","reg",6,"fcED","M7949",13.8,"C",12.116,"million km2",1.684,0.723089865716531,NA
"Aqp9HI94q4KffiYZI489","reg",6,"fcDC","C1039",10,"B",4.23,"percent",5.77,-0.0638107952123291,NA
"Aqp9HI94q4KffiYZI489","reg",6,"fcDC","G2063",13250,"B",8986,"count",4264,0.708178005046265,NA
"Fh8Etkgq6MyfQfZKnifu","reg",6,"fcED","C47",55,"C",104,"count",49,0.699542375647855,NA
"Fh8Etkgq6MyfQfZKnifu","reg",6,"fcED","M7949",12.3,"C",12.116,"million km2",0.184000000000001,-0.613038835090886,NA
"KyUoAik8BpKEx6tAQ726","reg",6,"fcAE","G1920",345234000,"D",550347492,"USD",205113492,-0.617640917106534,NA
"KyUoAik8BpKEx6tAQ726","reg",6,"fcAE","G2006",39,"D",38.6,"percent",0.399999999999999,-0.699803215622304,NA
"dFi2sGOS1gEWWg2KDXcs","reg",6,"fcED","C47",560,"C",104,"count",456,5,NA
"dFi2sGOS1gEWWg2KDXcs","reg",6,"fcED","M7949",12.868,"C",12.116,"million km2",0.752000000000001,-0.107091433718478,NA
"MsFmP6wdnCIMDOShVnvZ","reg",6,"fcDC","C1039",5.2,"B",4.23,"percent",0.97,-0.681036812974024,NA
"MsFmP6wdnCIMDOShVnvZ","reg",6,"fcDC","G2063",8750,"B",8986,"count",236,-1.30887292178441,NA
"o24iqAR0WC7cR2ZkNHie","reg",6,"fcED","C47",103,"C",104,"count",1,-1.03676964264073,NA
"o24iqAR0WC7cR2ZkNHie","reg",6,"fcED","M7949",12.71,"C",12.116,"million km2",0.594000000000001,-0.247830323536859,NA
"0x2cRlqKcXPG9u4HNEXL","reg",6,"fcED","C47",120,"C",104,"count",16,-0.494172136925549,NA
"0x2cRlqKcXPG9u4HNEXL","reg",6,"fcED","M7949",12,"C",12.116,"million km2",0.116,-0.673610002860824,NA
"dDr1YyBAyPfLjg9qDv1Y","reg",6,"fcDC","C1039",34,"B",4.23,"percent",29.77,3.02231929359615,NA
"dDr1YyBAyPfLjg9qDv1Y","reg",6,"fcDC","G2063",7001,"B",8986,"count",1985,-0.43304817723951,NA
"hmUKEUxhdCzEzo2q7PpI","reg",6,"fcBA","G2404",2.5,"E",2.1,"percent",0.4,-0.438783638397218,NA
"AdHVDX69oRK1VBVAabUp","reg",6,"fcCB","G1472",2.4,"A",2.6,"percent",0.2,-0.286550826265978,NA
"AdHVDX69oRK1VBVAabUp","reg",6,"fcCB","G1948",800,"A",2126085,"count",2125285,4.75071935765135,NA
"tMR3y87RWvjTV5kdfi2h","sup",6,"fcED","C47",145,"C",104,"count",41,0.556985967161543,0.410157039266424
"tMR3y87RWvjTV5kdfi2h","sup",6,"fcED","M7949",12.2,"C",12.116,"million km2",0.0839999999999996,-0.596114106965678,-0.702114081811382
"UpCXiaZ8iZxNNKqYbd3B","reg",6,"fcED","C47",91,"C",104,"count",13,-0.602691638068585,NA
"UpCXiaZ8iZxNNKqYbd3B","reg",6,"fcED","M7949",12.506,"C",12.116,"million km2",0.390000000000001,-0.429543826846668,NA
"RK3vEJLww3uOQxINBsw3","reg",6,"fcBA","G2404",3.5,"E",2.1,"percent",1.4,0.357439736820882,NA
"G06vCKjuln4m6u6CPQEn","reg",6,"fcCB","G1472",10,"A",2.6,"percent",7.4,5,NA
"G06vCKjuln4m6u6CPQEn","reg",6,"fcCB","G1948",5,"A",2126085,"count",2126080,4.75316837187132,NA
"IeElhKAlZlvb0pPCNyJQ","reg",6,"fcCB","G1472",2.1,"A",2.6,"percent",0.5,1.0269240678817,NA
"IeElhKAlZlvb0pPCNyJQ","reg",6,"fcCB","G1948",2550000,"A",2126085,"count",423915,-0.490386709560723,NA
"YxsciWh4LBDtAl6lLunN","reg",6,"fcDC","C1039",50,"B",4.23,"percent",45.77,5,NA
"YxsciWh4LBDtAl6lLunN","reg",6,"fcDC","G2063",6000,"B",8986,"count",2986,0.0682100098899593,NA
"1ju0WKtcjrT3fG7iuXNd","reg",6,"fcBA","G2404",2.3,"E",2.1,"percent",0.2,-0.598028313440838,NA
"bCsHIncu9vWXiEw3HSG9","sup",6,"fcBA","G2404",2,"E",2.1,"percent",0.1,-0.485408293644084,-0.677650650962648
"HngYolsZ7LnwhMepx4yf","reg",6,"fcAE","G1920",8e+08,"D",550347492,"USD",249652508,-0.397570351457094,NA
"HngYolsZ7LnwhMepx4yf","reg",6,"fcAE","G2006",37,"D",38.6,"percent",1.6,-0.228696497554954,NA
"DwsLORNs9ADEuzI6TZqL","reg",6,"fcCB","G1472",2.4,"A",2.6,"percent",0.2,-0.286550826265978,NA
"DwsLORNs9ADEuzI6TZqL","reg",6,"fcCB","G1948",2750000,"A",2126085,"count",623915,0.125717496721517,NA
"UHNhZWUf2dWUy4LM6hpE","reg",6,"fcAE","G1920",8.5e+08,"D",550347492,"USD",299652508,-0.150516660767743,NA
"UHNhZWUf2dWUy4LM6hpE","reg",6,"fcAE","G2006",40,"D",38.6,"percent",1.4,-0.307214283899513,NA
"Y82iEp7f2Fq0NtgP6rUI","reg",6,"fcED","C47",45,"C",104,"count",59,1.06127404612464,NA
"Y82iEp7f2Fq0NtgP6rUI","reg",6,"fcED","M7949",17,"C",12.116,"million km2",4.884,3.57349776077235,NA
"s9sWUlKi61LvdtfMTgzg","reg",6,"fcED","C47",90,"C",104,"count",14,-0.566518471020906,NA
"s9sWUlKi61LvdtfMTgzg","reg",6,"fcED","M7949",12.765,"C",12.116,"million km2",0.649000000000001,-0.198838937840587,NA
"HFmXofKOwruJkX7ka6yA","reg",6,"fcDC","C1039",8.7,"B",4.23,"percent",4.47,-0.230976175022788,NA
"HFmXofKOwruJkX7ka6yA","reg",6,"fcDC","G2063",6534,"B",8986,"count",2452,-0.199194457569718,NA
"J564sfvVKu6Jy0l0oC8i","reg",6,"fcED","C47",81000,"C",104,"count",80896,5,NA
"J564sfvVKu6Jy0l0oC8i","reg",6,"fcED","M7949",12150000,"C",12.116,"million km2",12149987.884,5,NA
"TJns5NZcCMEwMuva3lvg","reg",6,"fcDC","C1039",25,"B",4.23,"percent",20.77,1.86502051029297,NA
"TJns5NZcCMEwMuva3lvg","reg",6,"fcDC","G2063",16000,"B",8986,"count",7014,2.08526093672063,NA
"30F4d4EcTkkPxFbHeBiN","reg",6,"fcDC","C1039",16.99,"B",4.23,"percent",12.76,0.835024593153139,NA
"30F4d4EcTkkPxFbHeBiN","reg",6,"fcDC","G2063",6500,"B",8986,"count",2486,-0.182168704959926,NA
"nI96xlUaBGatfwp5LcrD","reg",6,"fcDC","C1039",6.52,"B",4.23,"percent",2.29,-0.511299658089558,NA
"nI96xlUaBGatfwp5LcrD","reg",6,"fcDC","G2063",6284,"B",8986,"count",2702,-0.0740051001447753,NA
"JppTQOpQCcLIflZd3Gdo","reg",6,"fcCB","G1472",2.2,"A",2.6,"percent",0.4,0.589099103165806,NA
"JppTQOpQCcLIflZd3Gdo","reg",6,"fcCB","G1948",2700000,"A",2126085,"count",573915,-0.028308554849043,NA
"4zCxjdZQSFAMBokcJ98T","reg",6,"fcCB","G1472",70,"A",2.6,"percent",67.4,5,NA
"4zCxjdZQSFAMBokcJ98T","reg",6,"fcCB","G1948",65,"A",2126085,"count",2126020,4.75298354060943,NA
"Mdmz1IMWbMN65ldqchyZ","reg",6,"fcED","C47",95,"C",104,"count",9,-0.747384306259301,NA
"Mdmz1IMWbMN65ldqchyZ","reg",6,"fcED","M7949",12.15,"C",12.116,"million km2",0.0340000000000007,-0.746651705171628,NA
"LBg0xU9XZnPijXtSAo67","reg",6,"fcED","C47",110,"C",104,"count",6,-0.855903807402338,NA
"LBg0xU9XZnPijXtSAo67","reg",6,"fcED","M7949",14.8,"C",12.116,"million km2",2.684,1.61384233292148,NA
"2t8eqhwiUfiSDnWfoHBW","reg",6,"fcAE","G1920",115000,"D",550347492,"USD",550232492,1.08761753643382,NA
"2t8eqhwiUfiSDnWfoHBW","reg",6,"fcAE","G2006",39,"D",38.6,"percent",0.399999999999999,-0.699803215622304,NA
"T1GXVTI6JtKUqYT7oBIK","reg",6,"fcDC","C1039",5,"B",4.23,"percent",0.77,-0.706754563714095,NA
"T1GXVTI6JtKUqYT7oBIK","reg",6,"fcDC","G2063",3500,"B",8986,"count",5486,1.32010358413938,NA
"0BfdNKn6rbHBPfFmtL64","reg",6,"fcCB","G1472",2.2,"A",2.6,"percent",0.4,0.589099103165806,NA
"0BfdNKn6rbHBPfFmtL64","reg",6,"fcCB","G1948",2250000,"A",2126085,"count",123915,-1.41454301898408,NA
"TR7GhfPv29MllKQqXqSy","reg",6,"fcAE","G1920",3e+08,"D",550347492,"USD",250347492,-0.394136384213693,NA
"TR7GhfPv29MllKQqXqSy","reg",6,"fcAE","G2006",38,"D",38.6,"percent",0.600000000000001,-0.621285429277745,NA
"JoqyNAbPHNMUKRe5gWsf","reg",6,"fcDC","C1039",25,"B",4.23,"percent",20.77,1.86502051029297,NA
"JoqyNAbPHNMUKRe5gWsf","reg",6,"fcDC","G2063",100,"B",8986,"count",8886,3.0226788451186,NA
"NH3PiPNoQ05mlw2FESiA","reg",6,"fcDC","C1039",32,"B",4.23,"percent",27.77,2.76514178619544,NA
"NH3PiPNoQ05mlw2FESiA","reg",6,"fcDC","G2063",18000,"B",8986,"count",9014,3.08677579612017,NA
"HySpCCsc6Z24bjQNY5WL","reg",6,"fcDC","C1039",5,"B",4.23,"percent",0.77,-0.706754563714095,NA
"HySpCCsc6Z24bjQNY5WL","reg",6,"fcDC","G2063",6000,"B",8986,"count",2986,0.0682100098899593,NA
"phlhHVlnES8GrgmolaHr","reg",6,"fcED","C47",6,"C",104,"count",98,2.47202756098412,NA
"phlhHVlnES8GrgmolaHr","reg",6,"fcED","M7949",13.6,"C",12.116,"million km2",1.484,0.544939372275541,NA
"QakFVrMCqt7gRZVH3iEC","reg",6,"fcED","C47",72,"C",104,"count",32,0.0845985358373136,NA
"QakFVrMCqt7gRZVH3iEC","reg",6,"fcED","M7949",13.1,"C",12.116,"million km2",0.984,0.0995631386730686,NA
"03spmysv917pRTSkTcj6","reg",6,"fcCB","G1472",2.8,"A",2.6,"percent",0.2,-0.28655082626598,NA
"03spmysv917pRTSkTcj6","reg",6,"fcCB","G1948",280000,"A",2126085,"count",1846085,3.89063788568134,NA
"3HNTHcsl7dZ2TGlwR4g6","reg",6,"fcAE","G1920",7.6e+08,"D",550347492,"USD",209652508,-0.595213304008574,NA
"3HNTHcsl7dZ2TGlwR4g6","reg",6,"fcAE","G2006",37,"D",38.6,"percent",1.6,-0.228696497554954,NA
"CAcC5hbZvjs1aY7hCZdQ","sup",6,"fcBA","G2404",2.3,"E",2.1,"percent",0.2,-1.07782292789534e-15,-0.598028313440838
"lZB7oUCVEoF1pfPYk4Wz","reg",6,"fcAE","G1920",8e+08,"D",550347492,"USD",249652508,-0.397570351457094,NA
"lZB7oUCVEoF1pfPYk4Wz","reg",6,"fcAE","G2006",3.5,"D",38.6,"percent",35.1,5,NA
"AMj1OsVFQi7SVE2T2GZ1","reg",6,"fcAE","G1920",4e+08,"D",550347492,"USD",150347492,-0.888243765592393,NA
"AMj1OsVFQi7SVE2T2GZ1","reg",6,"fcAE","G2006",39,"D",38.6,"percent",0.399999999999999,-0.699803215622304,NA
"YO9ali8wQZwJc3ucK9MY","reg",6,"fcED","C47",20,"C",104,"count",84,1.96560322231662,NA
"YO9ali8wQZwJc3ucK9MY","reg",6,"fcED","M7949",13.95,"C",12.116,"million km2",1.834,0.856702735797271,NA
"D8fTXJ4pmCgPKwoIaToD","reg",6,"fcDC","C1039",0.9,"B",4.23,"percent",3.33,-0.377567354241191,NA
"D8fTXJ4pmCgPKwoIaToD","reg",6,"fcDC","G2063",5765,"B",8986,"count",3221,0.185888005869405,NA
"azeC5Kk3x946Oj4L6HnU","reg",6,"fcDC","C1039",6.8,"B",4.23,"percent",2.57,-0.475294807053459,NA
"azeC5Kk3x946Oj4L6HnU","reg",6,"fcDC","G2063",5355,"B",8986,"count",3631,0.391198552046311,NA
"wj0wxrv82fTB9XrX8A3i","reg",6,"fcDC","C1039",9.8,"B",4.23,"percent",5.57,-0.0895285459523996,NA
"wj0wxrv82fTB9XrX8A3i","reg",6,"fcDC","G2063",18978,"B",8986,"count",9992,3.57651656236655,NA
"EJEY58XUQs9PBiy63T8T","reg",6,"fcDC","C1039",4,"B",4.23,"percent",0.23,-0.776192490712285,NA
"EJEY58XUQs9PBiy63T8T","reg",6,"fcDC","G2063",13540,"B",8986,"count",4554,0.853397659659198,NA
"jmSta4zKv7uVTnV75Qym","reg",6,"fcBA","G2404",2.1,"E",2.1,"percent",0,-0.757272988484458,NA
"V2ME98SReEaOQ3fhFVst","reg",6,"fcDC","C1039",26,"B",4.23,"percent",21.77,1.99360926399332,NA
"V2ME98SReEaOQ3fhFVst","reg",6,"fcDC","G2063",6000,"B",8986,"count",2986,0.0682100098899593,NA
"ePV1AgHR8WO6UjCufdXI","reg",6,"fcDC","C1039",20,"B",4.23,"percent",15.77,1.2220767417912,NA
"ePV1AgHR8WO6UjCufdXI","reg",6,"fcDC","G2063",12000,"B",8986,"count",3014,0.0822312179215528,NA
"TJQ9j6A05f8ld8OK8Mzc","reg",6,"fcBA","G2404",2.5,"E",2.1,"percent",0.4,-0.438783638397218,NA
"CBjFu6W7QeUIwHec5mC1","reg",6,"fcCB","G1472",2.2,"A",2.6,"percent",0.4,0.589099103165806,NA
"CBjFu6W7QeUIwHec5mC1","reg",6,"fcCB","G1948",2280000,"A",2126085,"count",153915,-1.32212738804175,NA
"sZGzqAOV3iVsQwHtXKkS","reg",6,"fcAE","G1920",9.5e+08,"D",550347492,"USD",399652508,0.343590720610957,NA
"sZGzqAOV3iVsQwHtXKkS","reg",6,"fcAE","G2006",38,"D",38.6,"percent",0.600000000000001,-0.621285429277745,NA
"T0BYCIvbPwRMe80GNrdT","reg",6,"fcBA","G2404",2.5,"E",2.1,"percent",0.4,-0.438783638397218,NA
"KJ7i711vfHeh8Gc2wcSl","reg",6,"fcCB","G1472",2.7,"A",2.6,"percent",0.1,-0.724375790981872,NA
"KJ7i711vfHeh8Gc2wcSl","reg",6,"fcCB","G1948",2685362,"A",2126085,"count",559277,-0.0734012217068401,NA
"lNimfKZ5oeStSpkprBNq","reg",6,"fcBA","G2404",2.1,"E",2.1,"percent",0,-0.757272988484458,NA
"catnqnqYkW0aj7DuBmRM","reg",6,"fcDC","C1039",7,"B",4.23,"percent",2.77,-0.449577056313388,NA
"catnqnqYkW0aj7DuBmRM","reg",6,"fcDC","G2063",9000,"B",8986,"count",14,-1.42004107117776,NA
"gAL0DiMvJc0jSvoR8Baq","reg",6,"fcCB","G1472",2.25,"A",2.6,"percent",0.35,0.370186620807861,NA
