trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_raven_matrix,task_admc_a1,task_time_series,task_cognitive_reflection,task_impossible_question,task_leapfrog,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_dr,task_admc_rc2,task_number_series,custom_timer_ended_trial,interval_id,response,question_order,pt_trial,block,trial,list_id,stimulus,correct_answer,correct,slider_start,slider_moved,admc_id,admc_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,response_choice,response_slider,id,question_text,answer_1,answer_2,aig_version,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,ns_id,ns_response
html-keyboard-response,345,2513637,0.0-17.0-5.0-6.0-0.15,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,322.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,True,3.0,75.0,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,120.0,130.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,346,2514644,0.0-17.0-5.0-6.0-1.15,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,347,2514927,0.0-17.0-5.0-6.0-0.16,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,281.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,True,3.0,76.0,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,120.0,130.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,348,2515935,0.0-17.0-5.0-6.0-1.16,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,349,2516168,0.0-17.0-5.0-6.0-0.17,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,232.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,True,3.0,77.0,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,120.0,130.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,350,2517171,0.0-17.0-5.0-6.0-1.17,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,351,2517187,0.0-17.0-5.0-6.0-0.18,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,14.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,True,3.0,78.0,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,120.0,130.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,352,2518198,0.0-17.0-5.0-6.0-1.18,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,353,2518239,0.0-17.0-5.0-6.0-0.19,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,40.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,True,3.0,79.0,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,120.0,130.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,354,2519244,0.0-17.0-5.0-6.0-1.19,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,355,2529175,0.0-17.0-6.0-0.0,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,9929.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,False,398.0,{'prediction': '20'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,356,2583714,0.0-17.0-7.0,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,"[{'page_index': 0, 'viewing_time': 54524}]",54525.0,,,,,,,,,,,,leapfrog_test_trials_instructions,,,,,,,,,,,,,,,,,,False,399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,357,2585225,0.0-17.0-8.0-0.0-0.0,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,358,2586231,0.0-17.0-8.0-0.0-1.0,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,359,2586601,0.0-17.0-8.0-0.0-0.1,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,368.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,False,0.0,1.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,360,2587610,0.0-17.0-8.0-0.0-1.1,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,361,2588507,0.0-17.0-8.0-0.0-0.2,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,896.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,False,0.0,2.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,362,2589511,0.0-17.0-8.0-0.0-1.2,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,363,2589814,0.0-17.0-8.0-0.0-0.3,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,302.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,False,0.0,3.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,364,2590824,0.0-17.0-8.0-0.0-1.3,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,365,2591045,0.0-17.0-8.0-0.0-0.4,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,218.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,False,0.0,4.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,366,2592054,0.0-17.0-8.0-0.0-1.4,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,367,2592302,0.0-17.0-8.0-0.0-0.5,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,247.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,False,0.0,5.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,368,2593317,0.0-17.0-8.0-0.0-1.5,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,369,2593430,0.0-17.0-8.0-0.0-0.6,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,112.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,False,0.0,6.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,370,2594432,0.0-17.0-8.0-0.0-1.6,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>10</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,371,2595015,0.0-17.0-8.0-0.0-0.7,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,571.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,False,0.0,7.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,372,2596028,0.0-17.0-8.0-0.0-1.7,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,373,2596288,0.0-17.0-8.0-0.0-0.8,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,259.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,False,0.0,8.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,20.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,374,2597302,0.0-17.0-8.0-0.0-1.8,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,375,2597552,0.0-17.0-8.0-0.0-0.9,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,249.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,False,0.0,9.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,20.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,376,2598558,0.0-17.0-8.0-0.0-1.9,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,377,2598690,0.0-17.0-8.0-0.0-0.10,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,130.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,False,0.0,10.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,20.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,378,2599701,0.0-17.0-8.0-0.0-1.10,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,379,2599778,0.0-17.0-8.0-0.0-0.11,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,75.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,False,0.0,11.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,20.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,380,2600783,0.0-17.0-8.0-0.0-1.11,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,381,2601059,0.0-17.0-8.0-0.0-0.12,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,274.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,False,0.0,12.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,382,2602068,0.0-17.0-8.0-0.0-1.12,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,383,2602370,0.0-17.0-8.0-0.0-0.13,RFOrWXAQX1PO0HFZwlLL,33ff78,5,yw4PXovh0m4pqngu5NodDQyjzC,yCJTBVmX9u1u8d5C6WzLrUbIIl,1366.0,768.0,,301.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,False,0.0,13.0,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
