trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a1,task_time_series,task_admc_rc2,task_impossible_question,task_raven_matrix,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_leapfrog,task_cognitive_reflection,task_number_series,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_dr,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,question_order,list_id,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score
html-button-response,41,586625,0.0-9.0-7.0-0.0-0.10,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,h9UrJmVZlhIf67vwqMXbTkD9YZ,1366.0,768.0,,14301.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,54.0,"<canvas id=""myChart""></canvas>",,0,,,,"[441.2392340678409, 387.37476251300626, 434.74908057868834, 411.3925711480258, 394.5852812775006, 441.2243611296443, 468.5520625918367, 404.5585379237677, 419.32096023958906, 371.69937173265396, '357.11', '366.20', '338.93', '363.17', '381.35', '373.27']",508.6,False,0.0,10.0,exponential,negative,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,42,604823,0.0-9.0-7.0-0.0-0.11,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,h9UrJmVZlhIf67vwqMXbTkD9YZ,1366.0,768.0,,18193.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,55.0,"<canvas id=""myChart""></canvas>",,0,,,,"[407.82686865348245, 421.8674298034902, 440.22738103541917, 443.7891882779811, 419.76829427738585, 410.65677610721355, 395.38356922866325, 438.01387482093526, 425.3964383960433, 417.56703445910915, 429.72856102374914, 415.73920395614556, 410.7011306728682, 408.5700708119669, 402.61045684097604, 412.1497347555119, 407.2501137130873, 421.6993889510133, 396.9752410489077, 405.0785988303918, 388.10730156641193, 384.254839703925, 376.66464871515075, 382.04649356463085, 370.8805182684655, 355.8595423799077, 341.5371818697523, 331.8666479828397, 310.8012474145601, 309.82382389931774, '298.53', '294.50', '282.38', '281.37', '265.21', '253.09']",508.6,False,0.0,11.0,exponential,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,43,620733,0.0-9.0-7.0-0.0-0.12,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,h9UrJmVZlhIf67vwqMXbTkD9YZ,1366.0,768.0,,15905.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,57.0,"<canvas id=""myChart""></canvas>",,0,,,,"[82.0105816559203, 92.90778309670617, 90.11665456725589, 76.89794024449988, 79.75635864058067, 88.89609971083208, 87.85738237669763, 100.38911592826724, 107.95243899426622, 76.48325318840578, 93.5134563130334, 90.93779885554282, 100.11199397786864, 94.86578854709653, 94.16354076839093, 115.28964213169033, 92.80194673854538, 100.51877370995162, 85.84417323105588, 101.90363244468939, 124.35077607528201, 115.17089869200868, 132.33157144346652, 141.351826527125, 178.08789376731545, 145.07069797206407, 166.95112455583157, 180.92334692825156, 204.9035071497555, 205.4981209609384, '214.71', '213.70', '195.52', '209.66', '219.76', '229.86']",508.6,False,0.0,12.0,exponential,positive,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,44,633689,0.0-9.0-7.0-0.0-0.13,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,h9UrJmVZlhIf67vwqMXbTkD9YZ,1366.0,768.0,,12951.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,58.0,"<canvas id=""myChart""></canvas>",,0,,,,"[312.7312515065622, 318.29603703290394, 308.31788632682174, 300.92515668832397, 296.42707714586714, 286.6769535869693, 262.98198212636674, 249.20402082488403, 244.39607312963165, 221.857123622274, '196.53', '195.52', '190.47', '185.42', '186.43', '208.65']",508.6,False,0.0,13.0,linear,negative,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,45,647720,0.0-9.0-7.0-0.0-0.14,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,h9UrJmVZlhIf67vwqMXbTkD9YZ,1366.0,768.0,,14027.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,60.0,"<canvas id=""myChart""></canvas>",,0,,,,"[70.02763936045572, 100.4736564456024, 85.56374361817991, 136.88648104700806, 61.788990261205115, 86.49897802482187, 186.67866698895568, 115.06871241555615, 97.10074560315454, 113.53575023637191, '108.67', '190.47', '100.59', '87.46', '106.65', '166.23']",508.6,False,0.0,14.0,exponential,positive,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,46,661422,0.0-9.0-7.0-0.0-0.15,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,h9UrJmVZlhIf67vwqMXbTkD9YZ,1366.0,768.0,,13697.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,61.0,"<canvas id=""myChart""></canvas>",,0,,,,"[347.5013516874431, 303.934459130623, 335.1861565526807, 308.9246411575682, 310.901298263748, 337.5584752385235, 294.53533718535175, 292.47935502012825, 293.51730045208063, 303.3942901378889, 281.384579820104, 285.12644381664046, 265.00279571888734, 270.5591801738055, 282.6889921839644, 260.94753536723897, 270.4522434134488, 264.37234486188015, 243.87248702899888, 258.40952787262734, 242.71675718688266, 231.33368479654453, 241.1787096048533, 225.31643474004002, 212.14037841341388, 209.41478101646683, 230.56785588839324, 213.0453515666336, 222.49935065468753, 203.5425589614448, '191.48', '212.69', '209.66', '206.63', '217.74', '222.79']",508.6,False,0.0,15.0,linear,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,47,661426,0.0-9.0-8.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,h9UrJmVZlhIf67vwqMXbTkD9YZ,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,48,784359,0.0-9.0-9.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,h9UrJmVZlhIf67vwqMXbTkD9YZ,1366.0,768.0,,122931.0,,,,,,,,,,,,feedback_Time series,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,49,784362,0.0-9.0-10.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,h9UrJmVZlhIf67vwqMXbTkD9YZ,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,50,784366,0.0-9.0-12.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,h9UrJmVZlhIf67vwqMXbTkD9YZ,1366.0,768.0,,,,,,,,,,,,,,async_data_save,,Time series__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,0,7,0.0-0.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
browser-check,1,1078,0.0-1.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,,1366.0,599.0,True,chrome,122.0.0,False,Chrome OS,True,61.83,True,True,browser_check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,2,1079,0.0-2.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,3,1080,0.0-3.0-0.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,4,1081,0.0-5.0-0.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,5,1233,0.0-7.0-1.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,6,3537,0.0-7.0-2.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,"[{'page_index': 0, 'viewing_time': 2301}]",2302.0,,,,,,,,,,,,admc_rc2_instructions,,,,,,,,,,,,,,,,,,False,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,7,3538,0.0-7.0-3.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,8,38276,0.0-7.0-4.0-0.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,34734.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,20.0,"<p><b>Problem</b></p>
                                <p>Imagine a hospital is treating 32 injured soldiers, who are all expected to lose one leg. There are two doctors that can help the soldiers, but only one can be hired:</p>
                                <p style=""margin-left: 30px"">If Doctor A is hired, 12 soldiers will lose one leg.</p>
                                <p style=""margin-left: 30px"">If Doctor B is hired, there is a 63% chance that nobody loses a leg and a 37% chance that all lose a leg.</p>
                                <p>Which doctor do you recommend?</p>",1.0,3,True,rc2_1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,9,52677,0.0-7.0-4.0-0.1,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,14392.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,25.0,"<p><b>Problem</b></p>
                                <p>Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimates of the consequences of the programs are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 400 people will die.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 33% chance that nobody will die, and a 67% chance that 600 people will die.</p>
                                <p>Which program do you recommend to use?</p>",1.0,5,True,rc2_2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,10,107174,0.0-7.0-4.0-0.2,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,54492.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,26.0,"<p><b>Problem</b></p>
                                <p>Imagine that your client has $6,000 invested in the stock market. A downturn in the economy is occurring. You have two investment strategies that you can recommend under the existing circumstances to preserve your client's capital.</p>
                                <p style=""margin-left: 30px"">If strategy A is followed, $4,000 of your client's investment will be lost.</p>
                                <p style=""margin-left: 30px"">If strategy B is followed, there is a 33% chance that the nothing will be lost, and a 67% chance that $6,000 will be lost.</p>
                                <p>Which of these two strategies would you favor?</p>",1.0,4,True,rc2_3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,11,142344,0.0-7.0-4.0-0.3,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,35160.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,29.0,"<p><b>Problem</b></p>
                                <p>Because of changes in tax laws, you may get back as much as $1200 in income tax. Your accountant has been exploring alternative ways to take advantage of this situation. He has developed two plans:</p>
                                <p style=""margin-left: 30px"">If Plan A is adopted, you will lose $800 of the possible $1200.</p>
                                <p style=""margin-left: 30px"">If Plan B is adopted, you have a 33% chance of losing none of the money, and a 67% chance of losing all $1200.</p>
                                <p>Which plan would you use?</p>",1.0,2,True,rc2_4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,12,180469,0.0-7.0-4.0-0.4,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,38121.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,31.0,"<p><b>Problem</b></p>
                                <p>Imagine that recent evidence has shown that a pesticide is threatening the lives of 1,200 endangered animals. Two response options have been suggested:</p>
                                <p style=""margin-left: 30px"">If Option A is used, 600 animals will be lost for sure.</p>
                                <p style=""margin-left: 30px"">If Option B is used, there is a 75% chance that 400 animals will be lost, and a 25% chance that 1,200 animals will be lost.</p>
                                <p>Which option do you recommend to use?</p>",1.0,5,True,rc2_5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,13,218761,0.0-7.0-4.0-0.5,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,38286.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,34.0,"<p><b>Problem</b></p>
                                <p>Imagine that your doctor tells you that you have a cancer that must be treated. Your choices are as follows:</p>
                                <p style=""margin-left: 30px"">Surgery: Of 100 people having surgery, 10 die because of the operation, and 66 die by the end of five years.</p>
                                <p style=""margin-left: 30px"">Radiation therapy: Of 100 people having radiation therapy, none die during the treatment, and 78 die by the end of five years.</p>
                                <p>Which treatment would you choose?</p>",1.0,2,True,rc2_6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,14,268334,0.0-7.0-4.0-0.6,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,49567.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,36.0,"<p><b>Problem</b></p>
                                <p>Imagine that in one particular state it is projected that 1000 students will drop out of school during the next year. Two programs have been proposed to address this problem, but only one can be implemented. Based on other states' experiences with the programs, estimates of the outcomes that can be expected from each program can be made. Assume for purposes of this decision that these estimates of the outcomes are accurate and are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 600 of the 1000 students will drop out of school.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 40% chance that none of the 1000 students will drop out of school and 60% chance that all 1000 students will drop out of school.</p>
                                <p>Which program would you favor for implementation?</p>",1.0,2,True,rc2_7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,15,268338,0.0-7.0-5.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,16,275496,0.0-7.0-6.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,7155.0,,,,,,,,,,,,feedback_ADMC Framing RC2,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,17,275498,0.0-7.0-7.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,18,275501,0.0-7.0-9.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,,,,,,,,,,,,,async_data_save,,ADMC Framing RC2__completed,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,19,275654,0.0-9.0-1.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,20,310584,0.0-9.0-2.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,"[{'page_index': 0, 'viewing_time': 34928}]",34929.0,,,,,,,,,,,,iqc_general_instructions,,,,,,,,,,,,,,,,,,False,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,21,310589,0.0-9.0-3.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,22,328059,0.0-9.0-4.0-0.0-0.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,17465.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,42.0,,,"{'GK_33': '1', 'GK_33_slider': '100'}",True,,,,,False,0.0,0.0,,,,,1.0,100.0,GK_33,Which planet in our solar system is closest to the Sun?,Pluto,Mercury,2.0,aig_B,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,23,331737,0.0-9.0-4.0-0.0-1.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,3671.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,43.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 1/30 questions completed. 0% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,24,343734,0.0-9.0-4.0-0.0-0.1,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,11990.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,45.0,,,"{'GK_66': '2', 'GK_66_slider': '72'}",True,,,,,False,0.0,1.0,,,,,2.0,72.0,GK_66,The number of tourist arrivals per year in China (as of 2018) were approximately:,141 million,31 million,1.0,aig_B,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,25,345897,0.0-9.0-4.0-0.0-1.1,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,2155.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,46.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 2/30 questions completed. 0% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,26,356975,0.0-9.0-4.0-0.0-0.2,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,11075.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,47.0,,,"{'GK_16': '2', 'GK_16_slider': '100'}",True,,,,,False,0.0,2.0,,,,,2.0,100.0,GK_16,Which happened earlier in history?,World War 1,Construction of the Egyptian pyramids,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,27,359016,0.0-9.0-4.0-0.0-1.2,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,2036.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,48.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 3/30 questions completed. 33% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,28,373707,0.0-9.0-4.0-0.0-0.3,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,14688.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,49.0,,,"{'GK_37': '2', 'GK_37_slider': '52'}",True,,,,,False,0.0,3.0,,,,,2.0,52.0,GK_37,Which champion boxer had the birth name Cassius Clay?,Mike Tyson,Muhammed Ali,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,29,376005,0.0-9.0-4.0-0.0-1.3,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,2292.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,51.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 4/30 questions completed. 50% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,30,383888,0.0-9.0-4.0-0.0-0.4,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,Oe1JaByH6nvGLzQqsq8NnBdzbt,,,,7879.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,52.0,,,"{'GK_82': '1', 'GK_82_slider': '70'}",True,,,,,False,0.0,4.0,,,,,1.0,70.0,GK_82,Plants use oxygen.,True,False,1.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
