trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_shipley_vocab,task_admc_rc1,task_shipley_abstraction,task_graph_literacy,task_time_series,task_impossible_question,task_admc_a2,task_admc_rp,task_bayesian_update_easy,task_bayesian_update_hard,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_leapfrog,task_coherence_forecasting,custom_timer_ended_trial,interval_id,response,question_order,shipley_vocabulary_score,stimulus,slider_start,slider_moved,admc_id,admc_response,shipley_abstraction_score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q13,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,moved_sliders,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,cfs_id,cfs_response
survey-html-form,45,583295,0.0-13.0-4.0-0.0-0.3,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,10654.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,34.0,"{'IQ_2': '1', 'IQ_2_slider': '60'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,3.0,,,,,1.0,60.0,IQ_2,How many sides does a Detseroid have?,More than 20,Less than 20,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,46,589871,0.0-13.0-4.0-0.0-1.3,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,6573.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,35.0,0,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 4/30 questions completed. 50% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,47,600209,0.0-13.0-4.0-0.0-0.4,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,10334.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,36.0,"{'GK_61': '2', 'GK_61_slider': '80'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,4.0,,,,,2.0,80.0,GK_61,Which comes closest in meaning to the following word? Intransigent,Transitory,Inflexible,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,48,603120,0.0-13.0-4.0-0.0-1.4,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,2909.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,37.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 5/30 questions completed. 60% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,49,612378,0.0-13.0-4.0-0.0-0.5,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,9255.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,38.0,"{'GK_6': '1', 'GK_6_slider': '90'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,5.0,,,,,1.0,90.0,GK_6,Which of the following is found in plant cells but not animal cells?,Chloroplasts,Ribosome,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,50,616104,0.0-13.0-4.0-0.0-1.5,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,3724.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,39.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 6/30 questions completed. 67% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,51,623393,0.0-13.0-4.0-0.0-0.6,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,7287.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,40.0,"{'GK_63': '2', 'GK_63_slider': '80'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,6.0,,,,,2.0,80.0,GK_63,Bats are not blind.,True,False,1.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,52,626501,0.0-13.0-4.0-0.0-1.6,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,3105.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,41.0,0,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 7/30 questions completed. 57% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,53,631773,0.0-13.0-4.0-0.0-0.7,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,5270.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,42.0,"{'GK_23': '1', 'GK_23_slider': '100'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,7.0,,,,,1.0,100.0,GK_23,Not all metals are attracted to magnets,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,54,633805,0.0-13.0-4.0-0.0-1.7,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,2029.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,43.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 8/30 questions completed. 63% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,55,643089,0.0-13.0-4.0-0.0-0.8,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,9282.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,44.0,"{'GK_4': '2', 'GK_4_slider': '100'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,8.0,,,,,2.0,100.0,GK_4,Which comes closest in meaning to the following word? Easy,Complex,Simple,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,56,644269,0.0-13.0-4.0-0.0-1.8,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,1177.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,45.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 9/30 questions completed. 67% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,57,654773,0.0-13.0-4.0-0.0-0.9,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,10502.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,46.0,"{'GK_53': '1', 'GK_53_slider': '61'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,9.0,,,,,1.0,61.0,GK_53,The top 10 car manufacturing countries produced approximately how many new cars in 2014?,50 milion,10 million,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,58,656182,0.0-13.0-4.0-0.0-1.9,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,1406.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,47.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 10/30 questions completed. 70% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,59,664691,0.0-13.0-4.0-0.0-0.10,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,8506.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,48.0,"{'GK_64': '1', 'GK_64_slider': '100'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,10.0,,,,,1.0,100.0,GK_64,Human children have more bones than adults.,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,60,667418,0.0-13.0-4.0-0.0-1.10,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,2725.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,49.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 11/30 questions completed. 73% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,61,685819,0.0-13.0-4.0-0.0-0.11,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,18399.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,50.0,"{'IQ_6': '2', 'IQ_6_slider': '61'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,11.0,,,,,2.0,61.0,IQ_6,Resistance Configuration Theory is a psychological theory that explains:,How people avoid blame and why they do not recognize when something is their fault,Why certain people do not try new experiences,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,62,689846,0.0-13.0-4.0-0.0-1.11,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,4025.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,51.0,0,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 12/30 questions completed. 67% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,63,700886,0.0-13.0-4.0-0.0-0.12,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,11037.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,52.0,"{'GK_14': '1', 'GK_14_slider': '81'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,12.0,,,,,1.0,81.0,GK_14,"Methane, Carbon Dioxide and Water vapor in the atmosphere are all good at trapping heat from the Earth's surface",True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,64,705896,0.0-13.0-4.0-0.0-1.12,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,5008.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,53.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 13/30 questions completed. 69% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,65,717634,0.0-13.0-4.0-0.0-0.13,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,11735.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,54.0,"{'IQ_4': '1', 'IQ_4_slider': '52'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,13.0,,,,,1.0,52.0,IQ_4,What is the most prominent symptom of Seradot's disease?,A fever,A rash,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,66,722094,0.0-13.0-4.0-0.0-1.13,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,4458.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,55.0,0,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 14/30 questions completed. 64% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,67,734449,0.0-13.0-4.0-0.0-0.14,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,12352.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,56.0,"{'GK_42': '1', 'GK_42_slider': '70'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,14.0,,,,,1.0,70.0,GK_42,Which happened earlier in history?,Chinese issue the first paper money,European sailors begin to use the magnetic compass,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,68,736644,0.0-13.0-4.0-0.0-1.14,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,2193.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,57.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 15/30 questions completed. 67% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,69,747665,0.0-13.0-4.0-0.0-0.15,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,11019.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,58.0,"{'GK_90': '2', 'GK_90_slider': '80'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,15.0,,,,,2.0,80.0,GK_90,The reason we experience seasons is because the distance between the earth and sun changes.,True,False,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,70,749009,0.0-13.0-4.0-0.0-1.15,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,1342.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,59.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 16/30 questions completed. 69% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,71,755247,0.0-13.0-4.0-0.0-0.16,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,6235.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,60.0,"{'GK_22': '1', 'GK_22_slider': '59'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,16.0,,,,,1.0,59.0,GK_22,China has over 1 billion mobile cellular connections,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,72,756358,0.0-13.0-4.0-0.0-1.16,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,1109.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,61.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 17/30 questions completed. 71% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,73,765680,0.0-13.0-4.0-0.0-0.17,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,9319.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,62.0,"{'GK_86': '1', 'GK_86_slider': '82'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,17.0,,,,,1.0,82.0,GK_86,The velocity of a radio wave and a visible light wave in a vacuum are the same.,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,74,767275,0.0-13.0-4.0-0.0-1.17,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,1592.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,63.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 18/30 questions completed. 72% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,75,772179,0.0-13.0-4.0-0.0-0.18,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,4901.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,64.0,"{'GK_3': '1', 'GK_3_slider': '91'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,18.0,,,,,1.0,91.0,GK_3,Apples are classified as:,Fruits,Vegetables,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,76,773174,0.0-13.0-4.0-0.0-1.18,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,992.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,65.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 19/30 questions completed. 74% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,77,782549,0.0-13.0-4.0-0.0-0.19,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,9372.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,66.0,"{'IQ_5': '2', 'IQ_5_slider': '70'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,19.0,,,,,2.0,70.0,IQ_5,What is the Parlichev method?,A way of extracting minerals from soil,A way of determining the distance to a star,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,78,783407,0.0-13.0-4.0-0.0-1.19,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,854.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,67.0,0,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 20/30 questions completed. 70% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,79,788496,0.0-13.0-4.0-0.0-0.20,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,5085.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,68.0,"{'GK_84': '2', 'GK_84_slider': '71'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,20.0,,,,,2.0,71.0,GK_84,How many gold medals did Michael Phelps win at the Beijing Olympics?,4,8,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,80,789639,0.0-13.0-4.0-0.0-1.20,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,1140.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,69.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 21/30 questions completed. 71% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,81,809794,0.0-13.0-4.0-0.0-0.21,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,20152.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,70.0,"{'GK_72': '2', 'GK_72_slider': '84'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,21.0,,,,,2.0,84.0,GK_72,The total number of cinema visits in USA in 2018 were approximately how much?,130 million,1.3 billion,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,82,815920,0.0-13.0-4.0-0.0-1.21,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,6124.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,71.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 22/30 questions completed. 73% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,83,822328,0.0-13.0-4.0-0.0-0.22,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,6405.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,72.0,"{'IQ_1': '1', 'IQ_1_slider': '61'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,22.0,,,,,1.0,61.0,IQ_1,When did the battle of Kavkav take place?,Before 1647,After 1647,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,84,823120,0.0-13.0-4.0-0.0-1.22,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,789.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,73.0,0,,,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 23/30 questions completed. 70% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,85,844109,0.0-13.0-4.0-0.0-0.23,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,20986.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,74.0,"{'GK_70': '2', 'GK_70_slider': '59'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,23.0,,,,,2.0,59.0,GK_70,"A man bought a car for $10,000. He sold the car once the price fell by 17%, and invested the money so that he then got back $10,000. His profit on the invested amount is approximately:",0.17,0.2,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,86,855123,0.0-13.0-4.0-0.0-1.23,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,True,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,87,871339,0.0-13.0-4.0-0.0-0.24,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,16210.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,76.0,"{'GK_55': '2', 'GK_55_slider': '61'}",,,,,True,,,,,,,,,,,,,,,,False,0.0,24.0,,,,,2.0,61.0,GK_55,Autism has become an epidemic.,True,False,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,88,880666,0.0-13.0-4.0-0.0-1.24,gQ384WTSO49KZ6AEfgIc,223301,3,10tlI903HUKYLkvo2NxFcGvebs,dModGjg3PfPpDj8CnX3cmeJVSI,,,,9325.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,77.0,0,,,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 25/30 questions completed. 72% correct.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
