trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a1,task_admc_dr,task_time_series,task_raven_matrix,task_bayesian_update_easy,task_bayesian_update_hard,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_cognitive_reflection,task_number_series,task_admc_rc2,task_leapfrog,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,list_id,correct_answer,correct,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,response_choice,id,question_text,answer_1,answer_2,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction
html-keyboard-response,85,621758,0.0-17.0-5.0-0.0-1.1,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,1364.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,22004.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.2,0.19,10.0,400.0,2.0,76.0,8.0,324.0,right,silver,,,,,,,,,,,,,,,
html-keyboard-response,86,622769,0.0-17.0-5.0-0.0-2.1,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,87,623086,0.0-17.0-5.0-0.0-0.2,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,88,623605,0.0-17.0-5.0-0.0-1.2,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,515.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,22098.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,large,small,0.14,0.2,400.0,10.0,56.0,2.0,344.0,8.0,right,silver,,,,,,,,,,,,,,,
html-keyboard-response,89,624610,0.0-17.0-5.0-0.0-2.2,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,90,624920,0.0-17.0-5.0-0.0-0.3,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,91,625519,0.0-17.0-5.0-0.0-1.3,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,592.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,22167.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,large,small,0.15,0.1,400.0,10.0,60.0,1.0,340.0,9.0,left,silver,,,,,,,,,,,,,,,
html-keyboard-response,92,626526,0.0-17.0-5.0-0.0-2.3,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,93,626836,0.0-17.0-5.0-0.0-0.4,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,94,627029,0.0-17.0-5.0-0.0-1.4,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,189.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,22234.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,small,large,0.1,0.18,10.0,400.0,1.0,72.0,9.0,328.0,left,silver,,,,,,,,,,,,,,,
html-keyboard-response,95,628035,0.0-17.0-5.0-0.0-2.4,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,96,628357,0.0-17.0-5.0-0.0-0.5,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,97,628805,0.0-17.0-5.0-0.0-1.5,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,443.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,22288.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,True,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,small,large,0.2,0.28,10.0,400.0,2.0,112.0,8.0,288.0,left,silver,,,,,,,,,,,,,,,
html-keyboard-response,98,629810,0.0-17.0-5.0-0.0-2.5,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,99,630127,0.0-17.0-5.0-0.0-0.6,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,100,631306,0.0-17.0-5.0-0.0-1.6,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,1174.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,22351.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,,True,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,large,small,0.2199999999999999,0.3,400.0,10.0,88.0,3.0,312.0,7.0,right,silver,,,,,,,,,,,,,,,
html-keyboard-response,101,632310,0.0-17.0-5.0-0.0-2.6,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,102,632618,0.0-17.0-5.0-0.0-0.7,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,103,632871,0.0-17.0-5.0-0.0-1.7,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,245.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,22443.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,True,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,array,large,small,0.25,0.3,400.0,10.0,100.0,3.0,300.0,7.0,left,silver,,,,,,,,,,,,,,,
html-keyboard-response,104,633879,0.0-17.0-5.0-0.0-2.7,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,105,679885,0.0-17.0-6.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_test_trials_instructions,,,,,,,,,,,,,,,,,,True,22486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,106,680213,0.0-17.0-7.0-0.0-0.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,107,682957,0.0-17.0-7.0-0.0-1.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,2737.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,24134.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,large,small,0.28,0.2,400.0,10.0,112.0,2.0,288.0,8.0,left,silver,,,,,,,,,,,,,,,
html-keyboard-response,108,683965,0.0-17.0-7.0-0.0-2.0,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,109,684276,0.0-17.0-7.0-0.0-0.1,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,110,688172,0.0-17.0-7.0-0.0-1.1,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,3892.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,24281.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,,False,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,small,large,0.2,0.25,10.0,400.0,2.0,100.0,8.0,300.0,right,silver,,,,,,,,,,,,,,,
html-keyboard-response,111,689176,0.0-17.0-7.0-0.0-2.1,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,112,689487,0.0-17.0-7.0-0.0-0.2,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,113,692890,0.0-17.0-7.0-0.0-1.2,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,3395.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,24468.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,,False,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,large,small,0.15,0.2,400.0,10.0,60.0,2.0,340.0,8.0,right,silver,,,,,,,,,,,,,,,
html-keyboard-response,114,693922,0.0-17.0-7.0-0.0-2.2,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,115,694231,0.0-17.0-7.0-0.0-0.3,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,116,695278,0.0-17.0-7.0-0.0-1.3,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,1039.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,24636.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,False,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,large,small,0.24,0.3,400.0,10.0,96.0,3.0,304.0,7.0,left,silver,,,,,,,,,,,,,,,
