view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,custom_timer_ended_trial,interval_id,response,question_order,admc_id,admc_response,stimulus,response_choice,response_slider,slider_moved,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,slider_start,experiment_parameters,task_admc_dr,task_impossible_question,task_admc_rc2,task_admc_a1,task_leapfrog,task_cognitive_reflection,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_time_series,task_bayesian_update_easy,task_bayesian_update_hard,task_number_series,task_raven_matrix,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,y_axis_values,chart_height,func,direction,noise_condition,datapoints,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,ns_id,ns_response,list_id
,8692.0,html-button-response,24,84032,0.0-19.0-7.0-0.0-0.3,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,21.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[274.21845796797777, 318.7975945338862, 335.53224499258835, 314.5964125555067, 300.3806146700056, 249.15973466953199, 255.58095343366804, 268.777824008337, 243.70391599268993, 284.87072849361493, 288.0590116281332, 242.40194502155578, 224.82857005071122, 238.92724996282962, 235.3791451434108, 215.14182890666447, 252.06790484131102, 241.97687995376498, 214.02501198507744, 254.06235966148466, 232.0599623121818, 227.16724834284008, 203.14523218978957, 183.19797543016625, 141.60263041053022, 156.2400141050815, 172.09469788790608, 198.34013057207076, 171.65438905953226, 128.64195010373027, '151.25', '167.43', '167.43', '159.34', '184.62', '203.83']",457.6,linear,negative,high,datapoints_30,,,,,,,,,,,,,
,15047.0,html-button-response,25,99081,0.0-19.0-7.0-0.0-0.4,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,22.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[295.3297545394761, 294.299948505971, 299.29414495519956, 294.776474679948, 285.2615376199393, 288.1738508478464, 278.32850528045645, 266.0323913301873, 269.411901328361, 254.51164861302695, 254.74825800950427, 273.1530809314756, 250.27509309603, 247.00027266191503, 248.22195003633755, 220.92534931354948, 239.30294932318876, 234.75698297071514, 218.22094892478808, 219.06217265559206, 204.89340928471515, 210.45572937672753, 205.21894675706227, 185.49010794309552, 213.49067020748345, 184.15916842571312, 197.46881852583226, 198.8109825524161, 186.8012377764025, 162.3713360747922, '177.54', '174.51', '183.61', '187.65', '181.58', '177.54']",457.6,linear,negative,low,datapoints_30,,,,,,,,,,,,,
,9642.0,html-button-response,26,108726,0.0-19.0-7.0-0.0-0.5,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,23.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[155.43562866180383, 167.41063962549998, 159.7779540519619, 164.52162957956875, 174.3739151908537, 177.5197513029196, 173.27418249097005, 176.04086376091956, 183.30666384454042, 187.11301329746246, 200.59890609884656, 202.21264510671304, 212.57069543312812, 229.42774460047042, 234.85198977999457, 218.7252713447035, 226.34437937905534, 215.99162799164424, 241.05756199780183, 231.9266885324688, 236.7639074699826, 241.43820192426753, 247.60066786198524, 259.80521648929215, 264.89505257225784, 274.11726941113125, 252.74836347611307, 269.9903281426259, 282.01389584171545, 282.10595630705484, '269.55', '275.61', '269.55', '270.56', '276.62', '272.58']",457.6,linear,positive,low,datapoints_30,,,,,,,,,,,,,
,11292.0,html-button-response,27,120020,0.0-19.0-7.0-0.0-0.6,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,24.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[204.0240273786701, 173.88035992741356, 207.95694655574292, 178.90659663318027, 196.87255752562263, 229.10357821929676, 199.50483185839408, 192.10673114958408, 221.07088133121692, 233.88596914872946, '233.15', '230.11', '238.20', '232.14', '209.89', '203.83']",457.6,linear,positive,high,datapoints_10,,,,,,,,,,,,,
,8450.0,html-button-response,28,128473,0.0-19.0-7.0-0.0-0.7,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,25.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[294.95143951383574, 298.18774766398866, 276.3312815418024, 257.480053325395, 253.05435666236593, 255.0698742846821, 252.26381925950696, 216.81957445579914, 219.81333359372107, 212.45515449991052, '227.08', '223.04', '214.95', '248.31', '226.07', '235.17']",457.6,linear,negative,low,datapoints_10,,,,,,,,,,,,,
,8332.0,html-button-response,29,136805,0.0-19.0-7.0-0.0-0.8,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,26.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[100.92163351683067, 76.28771560658257, 79.76287235596564, 68.94023767691601, 91.09418963545517, 85.40049424408919, 85.90864677035138, 96.8269103532608, 83.14231172353968, 107.33553389567518, '107.78', '114.85', '106.77', '104.74', '114.85', '111.82']",457.6,exponential,positive,low,datapoints_10,,,,,,,,,,,,,
,12751.0,html-button-response,30,149561,0.0-19.0-7.0-0.0-0.9,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,27.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[349.2671856539462, 335.46754077289495, 411.2410984614422, 420.93562821920887, 371.18698803582083, 326.43842837297376, 424.88617159826936, 311.07163518128533, 369.3205551263852, 376.5580131350503, 369.07521953747244, 355.45382529374905, 358.6461746092711, 346.58361744582385, 356.85771999565725, 386.51980849484494, 367.4998563889381, 369.15159486406907, 373.8101321846754, 337.5562940921589, 340.3594142887968, 327.3217905392283, 325.7827268346053, 353.84648457847516, 392.9396214450578, 298.6655352360744, 269.94378411823783, 330.2643308016096, 289.8941955839798, 231.2773857819883, '268.53', '244.27', '207.87', '197.76', '232.14', '211.92']",457.6,exponential,negative,high,datapoints_30,,,,,,,,,,,,,
,10903.0,html-button-response,31,160467,0.0-19.0-7.0-0.0-0.10,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,28.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[135.97271562061806, 176.42319148621965, 142.9406823170237, 170.5685201700915, 192.05598403174002, 160.18678307351607, 222.65646846420816, 224.50727760894566, 139.26678270114934, 209.5039793103811, 244.54318247087156, 203.2103780385667, 191.79017530670066, 236.49836256853848, 262.4201143276329, 231.96154250686544, 225.87026417070373, 201.17877296896856, 231.84864799162358, 205.55063126633752, 224.90111754097563, 287.9017598948855, 296.82583900426255, 243.0463226644536, 269.7219840502835, 281.4525732455454, 284.3760322867012, 302.40225259195216, 286.4193747151595, 235.25849432624236, '268.53', '291.79', '240.22', '260.45', '274.60', '284.71']",457.6,linear,positive,high,datapoints_30,,,,,,,,,,,,,
,11300.0,html-button-response,32,171771,0.0-19.0-7.0-0.0-0.11,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,29.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[340.014087689669, 375.15106461014426, 398.61165619352585, 368.95324823025766, 322.6989752649033, 377.8238032797141, 411.52378392021274, 383.4150093349253, 348.83474885763775, 347.7653168188974, '317.06', '365.59', '322.12', '309.99', '291.79', '326.16']",457.6,exponential,negative,high,datapoints_10,,,,,,,,,,,,,
,12053.0,html-button-response,33,183827,0.0-19.0-7.0-0.0-0.12,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,30.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[72.18810659312555, 69.25110312606685, 78.00715432723837, 90.0059318918754, 56.47287278170644, 81.60707997694114, 75.85978385722984, 61.88554980545088, 65.20547558495402, 67.19809444572198, 93.05072581808562, 79.73743701738846, 84.05297292758327, 83.61915523851245, 83.12742050021063, 89.67492817728755, 91.37195255172603, 96.65633356515546, 89.93480495472693, 108.79784358418925, 96.80406700287294, 110.09109941650065, 120.34963734257539, 125.81991484624908, 127.08019709621517, 145.9711609623368, 148.8053085265335, 151.64361067795846, 174.8909753698842, 195.9820085991154, '185.63', '180.57', '175.52', '189.67', '182.60', '172.48']",457.6,exponential,positive,low,datapoints_30,,,,,,,,,,,,,
,9125.0,html-button-response,34,192956,0.0-19.0-7.0-0.0-0.13,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,31.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[54.3557658164441, 42.56088398562329, 78.90403890781731, 100.91399399001327, 73.97682314080342, 127.30697717345456, 65.56092680572579, 59.79537272956404, 88.333226147334, 86.34951390877325, '71.38', '98.68', '112.83', '110.81', '104.74', '92.61']",457.6,exponential,positive,high,datapoints_10,,,,,,,,,,,,,
,8104.0,html-button-response,35,201061,0.0-19.0-7.0-0.0-0.14,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,32.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[366.96953866698215, 379.25497261542074, 386.4424448074902, 367.7305697863583, 396.6461469994791, 364.8330289193301, 387.54136352039274, 380.7967578415787, 376.7040657555758, 388.84959654580064, 386.08444175712805, 375.5402269477574, 373.2782873451033, 386.3626036589982, 362.9746598428978, 375.45243112104686, 374.60721799778725, 362.6772065082474, 362.5576627284224, 350.4690433172509, 361.0956270232413, 340.75365872120176, 326.3476107440857, 318.7137285927303, 326.7524879188138, 316.3945531231274, 292.3194070658856, 300.53092455776624, 279.27372751163057, 257.1346334306082, '284.71', '286.73', '276.62', '275.61', '289.77', '260.45']",457.6,exponential,negative,low,datapoints_30,,,,,,,,,,,,,
,9141.0,html-button-response,36,210206,0.0-19.0-7.0-0.0-0.15,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,time_series_trial,,,,False,33.0,0,,,,"<canvas id=""myChart""></canvas>",,,,False,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[374.22750661432616, 395.2331539969397, 369.0817764864646, 388.9319488169275, 383.6495939338834, 371.9407563044878, 363.4311269575859, 345.9144941971565, 349.7192968974848, 359.4175972504311, '354.47', '367.62', '342.34', '359.53', '365.59', '356.50']",457.6,exponential,negative,low,datapoints_10,,,,,,,,,,,,,
,,call-function,37,210207,0.0-19.0-8.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1244.0,html-button-response,38,211452,0.0-19.0-9.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,feedback_Time series,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,39,211453,0.0-19.0-10.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,40,211456,0.0-19.0-12.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,async_data_save,,Time series__completed,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,41,211459,0.0-21.0-0.0-0.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,42,211610,0.0-21.0-1.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 35789}, {'page_index': 1, 'viewing_time': 7716}]",43505.0,instructions,43,255119,0.0-21.0-2.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,bayesian_update_general_instructions,,,,False,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,44,255122,0.0-21.0-3.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 1195}]",1195.0,instructions,45,256317,0.0-21.0-4.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,bayesian_update_pt_trials_instructions,,,,False,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5978.0,html-button-response,46,262297,0.0-21.0-5.0-0.0-0.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,bayesian_update_test_trial,,,,False,38.0,0,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,35.0,,True,0.0,0.0,,,,,,aig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"[30, 70]",red,blue,red,['red'],[],easy,0.5026288565618122,,,
,6160.0,html-button-response,47,268459,0.0-21.0-5.0-0.0-0.1,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,bayesian_update_test_trial,,,,False,45.0,0,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,70.0,,True,0.0,1.0,,,,,,aig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,"[30, 70]",red,blue,red,['blue'],[['red']],easy,0.8873031950009028,,,
,5904.0,html-button-response,48,274368,0.0-21.0-5.0-0.0-0.2,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,bayesian_update_test_trial,,,,False,51.0,0,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,80.0,,True,0.0,2.0,,,,,,aig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,"[30, 70]",red,blue,red,['blue'],"[['red'], ['blue']]",easy,1.6582280766035322,,,
,5237.0,html-button-response,49,279606,0.0-21.0-5.0-0.0-0.3,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,bayesian_update_test_trial,,,,False,57.0,0,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,25.0,,True,0.0,3.0,,,,,,aig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,"[30, 70]",red,blue,red,['red'],"[['red'], ['blue'], ['blue']]",easy,1.6094379124341005,,,
,6141.0,html-button-response,50,285750,0.0-21.0-5.0-0.0-0.4,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,hsCvTx0bAWz5pqDyx7z1Gum1JE,,,,,,,,,,,,,,bayesian_update_test_trial,,,,False,63.0,0,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,32.0,,True,0.0,4.0,,,,,,aig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,"[30, 70]",red,blue,red,['red'],"[['red'], ['blue'], ['blue'], ['red']]",easy,0.5697681593994406,,,
