view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_time_series,task_raven_matrix,task_admc_a1,task_impossible_question,task_cognitive_reflection,task_number_series,task_admc_rc2,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_dr,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_leapfrog,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,list_id,correct_answer,correct,response_choice,response_slider,id,question_text,answer_1,answer_2,aig_version,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction
,18291.0,html-button-response,10,148903,0.0-3.0-5.0-0.0-0.2,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,1225.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[441.4326481020897, 435.538416742255, 430.39877459342216, 436.76963597715303, 420.860264014295, 423.1205789648173, 463.5847074092796, 494.27599652383606, 436.43312993184, 450.34848034280174, 400.8983885947638, 496.6352008385969, 510.30329208858166, 445.4044592384222, 452.52016641684145, 437.58425487184263, 386.0322939410246, 415.18443915224765, 433.76803375354496, 393.37685133586524, 399.8567060544282, 387.41904916718903, 375.39071210106505, 369.2738026149825, 354.6319651967832, 356.36431199571416, 376.2519439487224, 330.8602330717436, 309.21516349702557, 309.5775297547592, '311.56', '314.59', '331.76', '361.03', '373.15', '400.41']",525.6,True,0.0,2.0,exponential,negative,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11369.0,html-button-response,11,160287,0.0-3.0-5.0-0.0-0.3,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,1497.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[431.09831369884006, 433.3268859081076, 425.2700514179384, 443.1710713900921, 446.6612315090774, 414.6242386007606, 405.89001595299936, 410.6126029696865, 410.30973432407427, 371.09249879781277, '380.22', '359.02', '331.76', '308.54', '282.29', '255.03']",525.6,True,0.0,3.0,exponential,negative,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 5570}]",5570.0,instructions,12,165864,0.0-3.0-6.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_test_trials_instructions,,,,,,,,,,,,,,,,,,False,1797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11228.0,html-button-response,13,177095,0.0-3.0-7.0-0.0-0.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,1864.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[336.2704682451454, 320.3201872391991, 334.8774696201833, 318.69273619839345, 354.7261081455809, 275.6226978496928, 284.50622797651937, 244.81241422377465, 217.14551583813994, 204.66366618679217, '222.72', '250.99', '246.95', '217.67', '242.91', '271.18']",525.6,False,0.0,0.0,linear,negative,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15604.0,html-button-response,14,192703,0.0-3.0-7.0-0.0-0.1,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,2075.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[202.56023189293708, 207.87223646521883, 206.0041613215163, 212.0990096055044, 227.18662342154414, 240.97606610819346, 272.4965137767144, 264.70567386514114, 271.55150946134347, 297.4431694567616, '304.50', '329.74', '338.82', '351.95', '367.09', '376.18']",525.6,False,0.0,1.0,linear,positive,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19324.0,html-button-response,15,212037,0.0-3.0-7.0-0.0-0.2,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,2345.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[351.67069264011684, 490.55874631813293, 455.4049672068207, 381.2692029217462, 420.5494672067777, 457.2876394745406, 439.52513361325657, 418.9227101307117, 400.7514085199723, 443.7922216188258, 391.79790412872774, 418.13989893173806, 470.233261935017, 423.9980176469854, 417.32673744534566, 372.19280866507756, 425.5348753048562, 409.65087175928034, 467.7630424112518, 430.2329390100555, 464.2521989923999, 380.6637485276289, 355.7419636948407, 391.1557341711391, 325.23826536060375, 361.79268351703706, 381.0506973806229, 328.6144927997004, 359.7890634271843, 339.23392498281044, '336.80', '307.53', '350.94', '313.58', '384.26', '270.17']",525.6,False,0.0,2.0,exponential,negative,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12322.0,html-button-response,16,224377,0.0-3.0-7.0-0.0-0.3,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,2669.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[64.22140797466781, 86.99614740066878, 90.86361565244187, 100.43882315649243, 95.65475008485237, 73.74933062113108, 90.71249841726048, 98.78785348050545, 87.52026831080536, 99.04153092519776, 88.06302226895983, 100.91130140026405, 97.36392344083072, 110.75080318949499, 91.46928932814572, 103.24522649491675, 103.27780029796544, 120.23794503809413, 96.03294016021529, 118.23867067971453, 111.66090925196005, 137.3594696685789, 123.70841968438883, 117.05865033615913, 141.04182382587447, 137.05626383914898, 191.3098433127646, 171.69611304877554, 203.93905351280696, 222.5583145446195, '229.79', '243.92', '246.95', '263.10', '284.30', '271.18']",525.6,False,0.0,3.0,exponential,positive,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12977.0,html-button-response,17,237367,0.0-3.0-7.0-0.0-0.4,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,2886.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[173.94370813861798, 189.2174280129799, 195.70525155072036, 203.276749519776, 192.75411442374303, 208.27813533504545, 214.88190702409193, 215.51778472491884, 237.88739209380267, 224.64277902741713, 229.5278918319288, 227.87449179610587, 241.65596634035575, 252.84145547010726, 234.74845094053538, 247.2294999916853, 270.7143407423682, 260.452469472457, 260.2452190605648, 272.07232569789545, 275.4537633413645, 295.03063896837057, 268.81166740273443, 294.97453711915716, 284.90114042792646, 315.7700031980915, 335.18956001306185, 308.4327436080188, 303.3262145649066, 326.09975298661175, '341.85', '362.04', '398.39', '351.95', '395.36', '410.51']",525.6,False,0.0,4.0,linear,positive,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13600.0,html-button-response,18,250981,0.0-3.0-7.0-0.0-0.5,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,3122.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[345.22302157401816, 344.7546345938672, 344.8645687788061, 345.29920399481625, 325.70502218234395, 339.03371973760835, 334.9504190051659, 300.5227461049284, 313.0519339309355, 316.346722633188, 300.1773353502689, 275.2170197627323, 286.1737185699161, 274.0314477652699, 285.0448232291593, 264.11570032262534, 265.7480413724954, 267.44354652180084, 269.1216951662563, 257.6775734203512, 249.2827466142325, 258.2304077899844, 236.1881367237731, 252.6266079571311, 235.94295747962184, 219.80948677274114, 228.34139856838053, 223.83666223436356, 191.80945943546743, 200.01101045609676, '206.57', '194.45', '235.84', '193.44', '185.36', '242.91']",525.6,False,0.0,5.0,linear,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18166.0,html-button-response,19,269159,0.0-3.0-7.0-0.0-0.6,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,3354.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[79.94886025759978, 77.36084397602397, 86.35301356482061, 101.85722911996972, 96.86494454762394, 94.63834219437358, 103.4750446567464, 100.58259874883441, 131.33333747978685, 117.50772802444494, '113.68', '116.71', '89.45', '117.72', '140.94', '166.18']",525.6,False,0.0,6.0,exponential,positive,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15604.0,html-button-response,20,284770,0.0-3.0-7.0-0.0-0.7,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,3682.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[164.35993548599203, 243.89531370665082, 167.66857992053963, 189.33925537078906, 253.88013611959173, 197.56901466087635, 230.05854908231908, 274.8720745715536, 188.83749543632769, 310.9335916169933, '271.18', '246.95', '307.53', '228.78', '319.64', '214.64']",525.6,False,0.0,7.0,linear,positive,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13141.0,html-button-response,21,297921,0.0-3.0-7.0-0.0-0.8,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,3992.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[104.9353790324741, 43.21876533747479, 90.7632111792648, 88.70378279211897, 88.9468662720603, 87.70659584796198, 59.40213817050996, 65.83899374120202, 93.56791078844965, 59.0628402670775, 68.43432675594921, 104.62783843275272, 86.59382637858364, 93.25915227611208, 100.69731825473251, 139.14509863377526, 88.98643513976772, 114.70400192504029, 125.08530797156148, 118.00009673602229, 123.91076485222408, 158.41463436653999, 43.9207346162347, 95.51567315732942, 187.4481000453153, 117.86180141433155, 195.41769108179344, 202.47009354966758, 259.7544919031168, 227.44760690850867, '222.72', '272.19', '192.43', '283.29', '287.33', '306.52']",525.6,False,0.0,8.0,exponential,positive,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12971.0,html-button-response,22,310905,0.0-3.0-7.0-0.0-0.9,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,4237.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[439.4561532489669, 435.92483270573035, 428.3740762335681, 418.3158872919314, 436.9637647529765, 437.78889920963115, 424.9268076345305, 432.17983871182986, 437.5061675499269, 424.27642934173946, 436.38777682761724, 431.7821296687918, 440.71498876594626, 438.0371085743513, 424.2896318629924, 424.0470351339246, 430.34559665810974, 422.87091492681486, 392.18522353543796, 401.75373742254976, 402.67074367601464, 403.7151768277193, 392.9418096777067, 388.9733032328172, 378.9400444345416, 385.5250717180097, 348.7554053651349, 345.87459127528354, 324.94042531176865, 290.79439840946975, '283.29', '299.45', '315.60', '291.37', '363.05', '303.49']",525.6,False,0.0,9.0,exponential,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18038.0,html-button-response,23,328954,0.0-3.0-7.0-0.0-0.10,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,4476.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[73.75953203785919, 109.7179176939549, 87.95909262498041, 119.28512139138948, 91.15491868826824, 120.52455213424045, 120.2718639615537, 128.3344170090029, 141.06867821480617, 167.86760506555612, '219.69', '207.57', '234.83', '233.82', '254.02', '287.33']",525.6,False,0.0,10.0,exponential,positive,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15445.0,html-button-response,24,344406,0.0-3.0-7.0-0.0-0.11,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,4815.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[354.27328520976494, 338.6673398700767, 326.209823403735, 308.9286601851056, 290.6358447363263, 283.3780970881336, 275.7427291442601, 260.18861961942963, 241.98928476751513, 242.94844129056656, '250.99', '263.10', '287.33', '294.40', '290.36', '260.07']",525.6,False,0.0,11.0,linear,negative,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15933.0,html-button-response,25,360345,0.0-3.0-7.0-0.0-0.12,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,5104.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[402.9587612254732, 358.679091460509, 399.14478331059894, 308.9596760540927, 352.8962849060299, 324.41404278857465, 341.44902862874847, 324.06209895663665, 380.184300129869, 335.8763772783988, 289.4260857157555, 338.86233965105714, 326.1150999422115, 279.1947914816657, 249.35114222056902, 296.51471353579865, 256.5369148751825, 207.46267781516843, 249.3894780401498, 256.43706797563516, 277.78131617652235, 214.90309579192703, 220.07476223332174, 234.16922849776242, 254.08161251783758, 265.15483302891244, 201.8228988736879, 202.3612452033908, 224.5078842615635, 211.11778627378334, '279.26', '343.87', '268.15', '232.81', '212.62', '209.59']",525.6,False,0.0,12.0,linear,negative,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15132.0,html-button-response,26,375488,0.0-3.0-7.0-0.0-0.13,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,5436.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[408.0661383639214, 446.1932390472511, 436.5548923407188, 431.6923389035789, 438.9102575996016, 426.7380920356312, 406.45821034923904, 401.21561573247794, 394.691188880477, 389.08304685391084, '393.34', '396.37', '379.21', '402.43', '400.41', '411.51']",525.6,False,0.0,13.0,exponential,negative,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11354.0,html-button-response,27,386849,0.0-3.0-7.0-0.0-0.14,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,5725.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[452.1977733604181, 390.3943909423405, 431.2425180912316, 435.45344639304716, 400.4133284321596, 361.58123962394916, 442.76062270095827, 419.92468117509753, 437.8639456125278, 376.9620650011891, '358.01', '393.34', '411.51', '433.73', '393.34', '405.46']",525.6,False,0.0,14.0,exponential,negative,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15052.0,html-button-response,28,401911,0.0-3.0-7.0-0.0-0.15,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,6004.0,"<canvas id=""myChart""></canvas>",,0,,,,,,,,,,,,,,"[204.3626569491368, 195.5011909574089, 196.81676814801986, 177.5376008015649, 226.20978303454177, 199.13903869298187, 215.4883823470361, 234.06926656705932, 207.86962259580906, 256.5873166325245, 250.6387112626986, 229.76381604374447, 249.80897308667187, 246.2143932002155, 236.51570172150602, 207.93462077891905, 251.0932393202587, 235.54380211688664, 222.72334756534724, 247.8842421706554, 252.4105533508311, 287.92317548165386, 268.6655535773293, 325.431147570138, 301.9572578859664, 324.5429748013106, 293.1978499750498, 294.2210757172087, 394.01566433113106, 291.68296039846996, '242.91', '335.79', '386.27', '304.50', '399.40', '257.05']",525.6,False,0.0,15.0,linear,positive,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,29,401920,0.0-3.0-8.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3356.0,html-button-response,30,405279,0.0-3.0-9.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,feedback_Time series,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,31,405280,0.0-3.0-10.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,32,405288,0.0-3.0-12.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,async_data_save,,Time series__completed,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,33,405293,0.0-5.0-0.0-0.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,34,405446,0.0-5.0-1.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 8257}]",8258.0,instructions,35,413705,0.0-5.0-2.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,raven_matrix_instructions,,,,,,,,,,,,,,,,,,False,6354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,36,413708,0.0-5.0-3.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 3665}]",3665.0,instructions,37,417374,0.0-5.0-4.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,raven_matrix_practice_trials_instructions,,,,,,,,,,,,,,,,,,False,6392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15304.0,survey-multi-choice,38,432681,0.0-5.0-5.0-0.0-0.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,6419.0,A3_3,,2,,,,[0],,,,,,,,,,,,True,0.0,0.0,,,,,19.0,6.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9864.0,survey-multi-choice,39,442560,0.0-5.0-5.0-0.0-0.1,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,6695.0,B4_4,,4,,,,[0],,,,,,,,,,,,True,0.0,1.0,,,,,19.0,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19386.0,survey-multi-choice,40,461957,0.0-5.0-5.0-0.0-0.2,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,6852.0,C5_4,,6,,,,[0],,,,,,,,,,,,True,0.0,2.0,,,,,19.0,7.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6872.0,survey-multi-choice,41,468841,0.0-5.0-5.0-0.0-0.3,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,7030.0,D1_4,,2,,,,[0],,,,,,,,,,,,True,0.0,3.0,,,,,19.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14730.0,survey-multi-choice,42,483581,0.0-5.0-5.0-0.0-0.4,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,7162.0,E2_4,,3,,,,[0],,,,,,,,,,,,True,0.0,4.0,,,,,19.0,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 5927}]",5929.0,instructions,43,489521,0.0-5.0-6.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,raven_matrix_test_trials_instructions,,,,,,,,,,,,,,,,,,False,7249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14553.0,survey-multi-choice,44,504077,0.0-5.0-7.0-0.0-0.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,7293.0,A3_1,,3,,,,[0],,,,,,,,,,,,False,0.0,0.0,,,,,15.0,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8795.0,survey-multi-choice,45,512878,0.0-5.0-7.0-0.0-0.1,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,7494.0,B4_3,,1,,,,[0],,,,,,,,,,,,False,0.0,1.0,,,,,15.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10911.0,survey-multi-choice,46,523800,0.0-5.0-7.0-0.0-0.2,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,7580.0,C5_3,,3,,,,[0],,,,,,,,,,,,False,0.0,2.0,,,,,15.0,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14102.0,survey-multi-choice,47,537916,0.0-5.0-7.0-0.0-0.3,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,7678.0,D1_3,,1,,,,[0],,,,,,,,,,,,False,0.0,3.0,,,,,15.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
