trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_cognitive_reflection,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rc2,task_admc_a1,task_number_series,task_admc_dr,task_leapfrog,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_raven_matrix,task_impossible_question,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,slider_start,slider_moved,admc_id,admc_response,ns_id,ns_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,y_axis_values,chart_height,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,list_id,correct_answer,correct,response_choice,id,question_text,answer_1,answer_2
html-keyboard-response,70,524750,0.0-17.0-5.0-0.0-1.19,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,71,536884,0.0-17.0-5.0-1.0-0.0-0.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,12130.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,{'prediction': '3'},,False,2421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,72,539413,0.0-17.0-5.0-1.0-0.0-1.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,2528.0,,,,,,,,,,,,pt_trial_after_interblock,,,,,,,,,,,,,,,,,, ,,False,2451.0,,,,,,,,"<p>Now, please <b>place your right hand on the left and right arrow keys</b>.</p>
                            <p><i>Press the <b>spacebar</b> with your left hand whenever you are ready to continue!</i></p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,73,540406,0.0-17.0-5.0-2.0-0.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,991.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,20.0,,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,74,541407,0.0-17.0-5.0-2.0-1.0,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,75,542046,0.0-17.0-5.0-2.0-0.1,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,637.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,21.0,,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,76,543060,0.0-17.0-5.0-2.0-1.1,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,77,543562,0.0-17.0-5.0-2.0-0.2,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,501.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,22.0,,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,78,544564,0.0-17.0-5.0-2.0-1.2,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,79,544995,0.0-17.0-5.0-2.0-0.3,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,430.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,23.0,,,,,,,,,,,,,,,,,,60.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,80,545997,0.0-17.0-5.0-2.0-1.3,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,81,546752,0.0-17.0-5.0-2.0-0.4,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,754.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,24.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,82,547753,0.0-17.0-5.0-2.0-1.4,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,83,548324,0.0-17.0-5.0-2.0-0.5,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,569.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,25.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,84,549326,0.0-17.0-5.0-2.0-1.5,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,85,549791,0.0-17.0-5.0-2.0-0.6,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,465.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,26.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,86,550793,0.0-17.0-5.0-2.0-1.6,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,87,551304,0.0-17.0-5.0-2.0-0.7,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,510.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,27.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,88,552306,0.0-17.0-5.0-2.0-1.7,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,89,552648,0.0-17.0-5.0-2.0-0.8,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,341.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,28.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,90,553650,0.0-17.0-5.0-2.0-1.8,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,91,554082,0.0-17.0-5.0-2.0-0.9,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,430.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,29.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,92,555084,0.0-17.0-5.0-2.0-1.9,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,93,555477,0.0-17.0-5.0-2.0-0.10,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,392.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,30.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,94,556479,0.0-17.0-5.0-2.0-1.10,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,95,556835,0.0-17.0-5.0-2.0-0.11,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,355.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,31.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,96,557836,0.0-17.0-5.0-2.0-1.11,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,97,558193,0.0-17.0-5.0-2.0-0.12,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,355.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,32.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,98,559194,0.0-17.0-5.0-2.0-1.12,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,99,559585,0.0-17.0-5.0-2.0-0.13,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,390.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,33.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,100,560588,0.0-17.0-5.0-2.0-1.13,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,101,560946,0.0-17.0-5.0-2.0-0.14,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,356.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,34.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,102,561948,0.0-17.0-5.0-2.0-1.14,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,103,562313,0.0-17.0-5.0-2.0-0.15,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,364.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,35.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,104,563314,0.0-17.0-5.0-2.0-1.15,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,105,563678,0.0-17.0-5.0-2.0-0.16,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,362.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,36.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,106,564679,0.0-17.0-5.0-2.0-1.16,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,107,565036,0.0-17.0-5.0-2.0-0.17,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,356.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",,True,1.0,37.0,,,,,,,,,,,,,,,,,,60.0,50.0,60.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
