trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rp,task_admc_rc1,task_bayesian_update_easy,task_bayesian_update_hard,task_coherence_forecasting,task_shipley_vocab,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_shipley_abstraction,task_admc_a2,task_leapfrog,task_impossible_question,task_graph_literacy,task_time_series,custom_timer_ended_trial,interval_id,response,moved_sliders,admc_id,admc_response,stimulus,slider_start,slider_moved,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,cfs_id,cfs_response,question_order,shipley_vocabulary_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,shipley_abstraction_score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q13,y_axis_values,chart_height,func,direction,noise_condition,datapoints
html-keyboard-response,747,5173534,0.0-27.0-8.0-0.0-1.3,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,748,5173931,0.0-27.0-8.0-0.0-0.4,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,396.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,749,5174950,0.0-27.0-8.0-0.0-1.4,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,750,5175627,0.0-27.0-8.0-0.0-0.5,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,675.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,751,5176645,0.0-27.0-8.0-0.0-1.5,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,752,5177058,0.0-27.0-8.0-0.0-0.6,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,412.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,753,5178077,0.0-27.0-8.0-0.0-1.6,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,754,5178467,0.0-27.0-8.0-0.0-0.7,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,388.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,755,5179485,0.0-27.0-8.0-0.0-1.7,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,756,5179866,0.0-27.0-8.0-0.0-0.8,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,380.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,757,5180885,0.0-27.0-8.0-0.0-1.8,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,758,5181242,0.0-27.0-8.0-0.0-0.9,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,356.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,759,5182259,0.0-27.0-8.0-0.0-1.9,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,760,5182602,0.0-27.0-8.0-0.0-0.10,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,341.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,761,5183619,0.0-27.0-8.0-0.0-1.10,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,762,5183706,0.0-27.0-8.0-0.0-0.11,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,86.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,763,5184723,0.0-27.0-8.0-0.0-1.11,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,764,5185001,0.0-27.0-8.0-0.0-0.12,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,277.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,765,5186020,0.0-27.0-8.0-0.0-1.12,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,766,5186185,0.0-27.0-8.0-0.0-0.13,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,164.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,767,5187204,0.0-27.0-8.0-0.0-1.13,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,768,5188081,0.0-27.0-8.0-0.0-0.14,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,877.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,769,5189100,0.0-27.0-8.0-0.0-1.14,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,770,5189473,0.0-27.0-8.0-0.0-0.15,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,372.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,771,5190492,0.0-27.0-8.0-0.0-1.15,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,772,5190913,0.0-27.0-8.0-0.0-0.16,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,420.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,773,5191931,0.0-27.0-8.0-0.0-1.16,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,774,5192353,0.0-27.0-8.0-0.0-0.17,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,420.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,775,5193371,0.0-27.0-8.0-0.0-1.17,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,776,5193904,0.0-27.0-8.0-0.0-0.18,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,531.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,777,5194923,0.0-27.0-8.0-0.0-1.18,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,778,5195257,0.0-27.0-8.0-0.0-0.19,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,332.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,779,5196275,0.0-27.0-8.0-0.0-1.19,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,780,5196680,0.0-27.0-8.0-0.0-0.20,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,404.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,781,5197698,0.0-27.0-8.0-0.0-1.20,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,782,5198064,0.0-27.0-8.0-0.0-0.21,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,364.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,50.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,783,5199081,0.0-27.0-8.0-0.0-1.21,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
