trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_shipley_vocab,task_time_series,task_leapfrog,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rp,task_bayesian_update_easy,task_bayesian_update_hard,task_graph_literacy,task_admc_rc1,task_coherence_forecasting,task_admc_a2,task_shipley_abstraction,custom_timer_ended_trial,interval_id,response,question_order,shipley_vocabulary_score,stimulus,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,moved_sliders,admc_id,admc_response,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,slider_moved,cfs_id,cfs_response,shipley_abstraction_score
html-button-response,40,1016679,0.0-9.0-7.0-0.0-0.14,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,17971.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,375.0,0,,,"<canvas id=""myChart""></canvas>","[443.1715646093412, 418.52264470877054, 409.81078374223284, 410.4719908174992, 413.0320638992054, 405.2154723724151, 390.3953052487116, 373.65544760461455, 371.6563356316894, 356.0504313597987, 349.35824144741485, 358.5629673586045, 351.50424181559345, 350.6957790073624, 340.31263003553596, 363.6634757199053, 320.54636629810506, 323.96224058421336, 314.60150282042946, 309.48118405570784, 324.2626893430633, 291.003600894241, 297.2929690564731, 288.4081649122269, 283.32122849348696, 255.78008021422505, 257.98863301522863, 256.40137631803157, 245.26913404434035, 242.4080856286531, '255.59', '250.55', '245.51', '256.59', '272.72', '255.59']",643.6,False,0.0,14.0,linear,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,41,1033752,0.0-9.0-7.0-0.0-0.15,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,17068.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,,False,382.0,0,,,"<canvas id=""myChart""></canvas>","[105.08623962567121, 115.33076341868114, 129.277702119013, 106.8029498848852, 99.6301190049688, 146.2876248242462, 132.78608702659503, 157.08948254443814, 143.1360671508272, 133.06076128082563, '134.65', '154.80', '189.07', '168.91', '154.80', '144.72']",643.6,False,0.0,15.0,exponential,positive,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,42,1033756,0.0-9.0-8.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,43,343950519,0.0-9.0-9.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,342919647.0,,,,,,,,,,,,feedback_Time series,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,44,343950521,0.0-9.0-10.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,45,343950522,0.0-9.0-12.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,async_data_save,,Time series__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,46,343957948,0.0-10.0-0.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,"[{'page_index': 0, 'viewing_time': 7426}]",7426.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,47,343957949,0.0-11.0-0.0-0.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,48,343958105,0.0-11.0-1.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,49,344139116,0.0-11.0-2.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_instructions,,,,,,,,,,,,,,,,,,,True,516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,50,344139126,0.0-11.0-3.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,51,344166935,0.0-11.0-4.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,"[{'page_index': 0, 'viewing_time': 27805}]",27806.0,,,,,,,,,,,,leapfrog_practice_trials_instructions,,,,,,,,,,,,,,,,,,,False,577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,52,344168451,0.0-11.0-5.0-0.0-0.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,0.0,,,,,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,53,344169457,0.0-11.0-5.0-0.0-1.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,54,344170186,0.0-11.0-5.0-0.0-0.1,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,728.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,1.0,,,,,20.0,10.0,10.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,55,344171203,0.0-11.0-5.0-0.0-1.1,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>10</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,56,344171724,0.0-11.0-5.0-0.0-0.2,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,520.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,2.0,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,57,344172733,0.0-11.0-5.0-0.0-1.2,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,58,344173233,0.0-11.0-5.0-0.0-0.3,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,498.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,3.0,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,59,344174239,0.0-11.0-5.0-0.0-1.3,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,60,344174852,0.0-11.0-5.0-0.0-0.4,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,611.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,4.0,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,61,344175856,0.0-11.0-5.0-0.0-1.4,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,62,344176322,0.0-11.0-5.0-0.0-0.5,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,465.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,5.0,,,,,20.0,10.0,10.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,63,344177336,0.0-11.0-5.0-0.0-1.5,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>10</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,64,344177713,0.0-11.0-5.0-0.0-0.6,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,369.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,6.0,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,65,344178729,0.0-11.0-5.0-0.0-1.6,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,66,344179145,0.0-11.0-5.0-0.0-0.7,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,416.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,7.0,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,67,344180154,0.0-11.0-5.0-0.0-1.7,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,68,344180517,0.0-11.0-5.0-0.0-0.8,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,362.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,8.0,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,69,344181522,0.0-11.0-5.0-0.0-1.8,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,70,344181938,0.0-11.0-5.0-0.0-0.9,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,414.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,9.0,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,71,344182948,0.0-11.0-5.0-0.0-1.9,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,72,344183415,0.0-11.0-5.0-0.0-0.10,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,465.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,10.0,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,73,344184421,0.0-11.0-5.0-0.0-1.10,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,74,344184990,0.0-11.0-5.0-0.0-0.11,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,567.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,11.0,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,75,344185995,0.0-11.0-5.0-0.0-1.11,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,76,344187499,0.0-11.0-5.0-0.0-0.12,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,12.0,,,,,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,77,344188530,0.0-11.0-5.0-0.0-1.12,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,78,344190045,0.0-11.0-5.0-0.0-0.13,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,True,0.0,13.0,,,,,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,79,344191061,0.0-11.0-5.0-0.0-1.13,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
